log2FoldChange padj pval genes gene_type
1187 -0.398778111250632 0.0107760942793779 0.00102973911680067 DNAJC30 downregulated
1188 -0.795031338672455 0.0108013464010525 0.00103265564110188 SLC7A14 downregulated
1189 -0.622075770583466 0.0108414886906423 0.00103750413843699 PTPRK downregulated
1190 -0.638099278181148 0.0108525704140553 0.00103907050904161 TSPYL5 downregulated
1191 -1.20096373845048 0.0108565294171546 0.00103995562169639 PLPPR1 downregulated
1192 -0.275152990429641 0.0108619719891701 0.00104098328484285 SENP5 downregulated
1193 -0.541070382852699 0.0109305981306548 0.00104806975037323 PRDX2 downregulated
1194 -0.466136281723388 0.0109427883587939 0.00104974868048281 CES2 downregulated
1195 -1.0495862075608 0.0109766980937127 0.00105402498825564 OXCT1-AS1 downregulated
1196 -0.401410118297422 0.010997025574029 0.00105648952165543 DIRC2 downregulated
1197 -2.17279761578675 0.0110135267687299 0.00105858817867529 CLCA2 downregulated
1198 -1.16994421496339 0.0110281345540566 0.00106051461369822 C9orf106 downregulated
1199 -0.377015744653073 0.0110336291024662 0.00106206330567252 RNF26 downregulated
1200 -0.754358112684009 0.0110523054382431 0.00106437621942899 REEP5 downregulated
1201 -0.692339276417861 0.0110879106314627 0.00106832197246229 ZNF365 downregulated
1202 -0.67598562758858 0.0111002499527958 0.00107054571166431 TM9SF3 downregulated
1203 -0.5036878692023 0.0111377480236194 0.00107468132237413 DCAF13 downregulated
1204 -0.634507866260771 0.0111911785227658 0.00108153605876785 FBXO36 downregulated
1205 -1.36270446334984 0.01119487809867 0.00108280296717197 LINC00664 downregulated
1206 -0.499337119459348 0.0112004122468876 0.0010838603376935 ATG13 downregulated
1207 -0.881625705259851 0.0112038624468198 0.00108471646399313 SCG5 downregulated
1208 -0.364273382631839 0.0112175949206468 0.00108709177457813 GNS downregulated
1209 -0.384222160469961 0.0112357857378135 0.00108956576458978 TCTA downregulated
1210 -0.749090552202536 0.0113622255911475 0.0011069338314221 IMPA1 downregulated
1211 -0.423414691849286 0.0113734728341567 0.00110908987876082 TOMM40 downregulated
1212 -0.345776515583165 0.0113891438980786 0.00111274160305658 TMEM41A downregulated
1213 -0.644048258569949 0.0113891438980786 0.0011126659520155 LOH12CR2 downregulated
1214 -0.400928437642699 0.0113936650806912 0.00111371443034585 TRUB2 downregulated
1215 -0.639278595157255 0.0114256131823851 0.001120174908721 DYNC2LI1 downregulated
1216 -0.901267596444416 0.0114256131823851 0.00112039897177616 CD200 downregulated
1217 -0.49131363411285 0.0114256131823851 0.00112055436241827 ZNF554 downregulated
1218 -0.672645265526585 0.0114382918714439 0.00112287524734353 NUCKS1 downregulated
1219 -0.637578660094797 0.0114382918714439 0.00112234670034527 ADO downregulated
1220 -0.493695888340579 0.0114651056145694 0.00112604193026139 PEX16 downregulated
1221 -0.543850338084368 0.0115095422535034 0.00113201576259228 ATP5S downregulated
1222 -0.590843959084229 0.0115095422535034 0.00113177636578333 PRPSAP2 downregulated
1223 -0.611702155065148 0.011509597053978 0.00113255765538375 RAB21 downregulated
1224 -0.908724035825609 0.0115316437823764 0.00113633967071942 RBP1 downregulated
1225 -0.381761784768468 0.0115388925643691 0.00113812970988697 NOLC1 downregulated
1226 -1.15218482151015 0.0115473827573802 0.00113989422936628 INHBA-AS1 downregulated
1227 -0.624553935729286 0.0115473827573802 0.00114112019044638 C14orf166 downregulated
1228 -0.339460890031362 0.0115473827573802 0.00114011517769565 TERF2 downregulated
1229 -0.366952888862886 0.01155809444983 0.00114303675963731 PDE12 downregulated
1230 -0.420260787489873 0.0116023684590795 0.00114817639671028 TMEM9 downregulated
1231 -0.426321153272452 0.011735197190347 0.00116350927254314 NTPCR downregulated
1232 -0.509272704138476 0.011760873991251 0.00116660326543523 CHMP4B downregulated
1233 -0.546738613159909 0.0117767648370736 0.00116872849196522 MAPRE2 downregulated
1234 -0.888246754826416 0.0117934522486803 0.00117093428843001 NUDT12 downregulated
1235 -0.403163966407163 0.0118444740628562 0.00117820853261247 PRKAB1 downregulated
1236 -0.709708902102166 0.0118630816884899 0.00118061247400951 DCTN6 downregulated
1237 -0.437385476609966 0.011888877393995 0.00118428802456381 MRPS18C downregulated
1238 -0.432353335423816 0.0118899939393621 0.00118495348167418 SARS2 downregulated
1239 -0.875549848735581 0.011945371562518 0.00119517192633358 SNX30 downregulated
1240 -0.412578914939129 0.011945371562518 0.00119548374328654 AP1G1 downregulated
1241 -0.297432804652025 0.011950409438227 0.00119654498080975 FTSJ1 downregulated
1242 -0.614136306563798 0.0119515362364507 0.00119817290591468 COX6C downregulated
1243 -0.688650731346197 0.0119515362364507 0.00119832911222699 KPNA2 downregulated
1244 -0.611085186352486 0.0119515362364507 0.0011976629674054 PFDN4 downregulated
1245 -0.494496339580628 0.0119545113096517 0.0011997418938927 SLC4A1AP downregulated
1246 -0.344563549183928 0.0119565119512372 0.00120051882348651 MARCH5 downregulated
1247 -0.35081468139251 0.0120073466334935 0.00120728320926889 ZNF839 downregulated
1248 -0.597036797586619 0.0120461455796393 0.00121230729065591 STXBP6 downregulated
1249 -0.648159147876981 0.0120912820101911 0.00121854060998617 ASF1A downregulated
1250 -1.08421386469006 0.0121428331364799 0.00122430187266144 NCAPH downregulated
1251 -0.544601438628943 0.0121582161744438 0.00122641960571931 UMAD1 downregulated
1252 -0.570578604110999 0.0122347058589105 0.0012358721850978 LYRM7 downregulated
1253 -0.480747930534167 0.0122499807146093 0.00123964998185972 MASTL downregulated
1254 -0.783253611263492 0.0122738639232297 0.0012426622123365 FAM69A downregulated
1255 -0.523165077728174 0.012285409577984 0.00124497647986469 DPYSL2 downregulated
1256 -0.556740786588383 0.0123442039251069 0.00125208538391053 TERF2IP downregulated
1257 -0.430707795335595 0.0123764880811547 0.00125593691104619 HNRNPA0 downregulated
1258 -0.762571848250458 0.0123814580180721 0.00125817267885131 CLCN4 downregulated
1259 -0.233085334800258 0.0123844355826402 0.00125905253371269 DHX8 downregulated
1260 -0.564481165127991 0.0124378708562195 0.00126564452892962 IER3IP1 downregulated
1261 -0.505043461353045 0.0125355608022906 0.00127792250382742 PRKACA downregulated
1262 -0.606295586942432 0.0125636870220395 0.00128137543486797 NSDHL downregulated
1263 -1.92519332599409 0.0125960468602506 0.00128526297380733 CXCL11 downregulated
1264 -0.666342581537971 0.0126055570215321 0.00128683152768326 POC1A downregulated
1265 -0.50870978668904 0.0126055570215321 0.00128765764274438 RNF14 downregulated
1266 -0.533128186875394 0.0126101127212452 0.00128904941955394 DCTN3 downregulated
1267 -0.652058835454756 0.012624130508218 0.00129157123655472 LOC100507599 downregulated
1268 -0.649762024979928 0.0126457484888328 0.0012956395459122 AGPS downregulated
1269 -0.604780192382188 0.0127042037492567 0.00130222085697178 HLTF downregulated
1270 -0.366906480413724 0.0127353990684134 0.00130660575908162 PRMT9 downregulated
1271 -0.486177722573525 0.0127675211197584 0.00131049650425153 OXA1L downregulated
1272 -0.490089765702519 0.0127749139330898 0.00131244629229151 G6PD downregulated
1273 -0.360840346221219 0.0127856254341172 0.00131414273445339 ALDH18A1 downregulated
1274 -0.528111504467809 0.0128106497479271 0.00131731195375599 UBE4A downregulated
1275 -0.382693014856868 0.0128372023818688 0.00132064073354703 METTL10 downregulated
1276 -0.470502741238883 0.0128663782372187 0.00132462323707227 C2orf69 downregulated
1277 -0.343972873896348 0.0128663782372187 0.00132484172498094 CBX1 downregulated
1278 -0.39802733107973 0.0129220034386441 0.00133177409233404 CAPRIN1 downregulated
1279 -0.503114587282652 0.0129374105554105 0.00133577422179809 VKORC1L1 downregulated
1280 -1.51140542775206 0.0129374105554105 0.00133442730613972 OR5C1 downregulated
1281 -0.766148396817886 0.0129374105554105 0.00133510818199799 MBNL2 downregulated
1282 -0.620309428482981 0.0129374105554105 0.00133533657841436 TRPC4AP downregulated
1283 -0.720868130614157 0.012950613840158 0.00133834479483663 MMAB downregulated
1284 -0.445059404344582 0.0129743999508001 0.00134201246869088 GNL2 downregulated
1285 -2.06167430850829 0.0130636729218146 0.00135185539954451 LINC01010 downregulated
1286 -0.536724221864854 0.0130833243357521 0.00135449882765605 ATP5O downregulated
1287 -0.391145640523479 0.0131315336834575 0.00136010198315586 FYTTD1 downregulated
1288 -0.712250700015992 0.0131403646474753 0.00136162917127383 LINC00526 downregulated
1289 -0.502702220659862 0.0131787293888683 0.00136683321168284 STRAP downregulated
1290 -0.866530515150069 0.0132220004094707 0.00137317004205942 UBE2V2 downregulated
1291 -0.885594431651664 0.013310373516758 0.00138296846915833 ABCC11 downregulated
1292 -0.438796418687296 0.0133224361036083 0.00138484279639428 ACTR1B downregulated
1293 -0.738833318298754 0.0133379539103784 0.00138707757302261 HBS1L downregulated
1294 -0.370190603142451 0.0133847569349311 0.00139279800814907 FOXRED1 downregulated
1295 -0.650124267527397 0.0134096817532658 0.00139703718447532 RTN4 downregulated
1296 -0.313230192589742 0.013438779743313 0.00140194793574486 TMEM205 downregulated
1297 -0.274326581323642 0.0134667947083134 0.00140549822178314 YIPF3 downregulated
1298 -0.349650585613708 0.0134668870026516 0.00140676333253821 VPS52 downregulated
1299 -0.284215070706873 0.0134803237724281 0.00140879531523721 PELO downregulated
1300 -0.641463028573765 0.0135002528806897 0.00141213664588951 MRPS33 downregulated
1301 -1.89305033030248 0.0135428898117601 0.00141912162852919 CHP2 downregulated
1302 -0.443670533566921 0.0135428898117601 0.00141888506158827 TXNDC17 downregulated
1303 -0.724708495509348 0.0135472563193126 0.00142085041957554 AP2M1 downregulated
1304 -0.778187857126815 0.0135472563193126 0.00142207517655248 VDAC1 downregulated
1305 -0.438861430837306 0.0135472563193126 0.00142279496516321 FAM45BP downregulated
1306 -0.453945278820198 0.0135472563193126 0.00142158016027254 ADPGK downregulated
1307 -0.311674313802375 0.0135472563193126 0.00142335309522085 SIN3A downregulated
1308 -0.55619276417969 0.0135870845218457 0.00143071943014261 GSTCD downregulated
1309 -0.571418330135384 0.0136007499610757 0.0014327923792491 KBTBD6 downregulated
1310 -0.44441057696114 0.0136070435702111 0.00143408966169054 IPO5 downregulated
1311 -0.344020569483258 0.0136403170922543 0.00143823228745067 PCYT1B downregulated
1312 -0.489365304626148 0.0136822068727122 0.00144392468931247 DNAJC27 downregulated
1313 -0.566726713271604 0.0137061026644337 0.00144964093346385 DPP8 downregulated
1314 -0.421407093755168 0.0137273357492197 0.00145252655342976 TAF7 downregulated
1315 -0.496836779692192 0.0137284060597589 0.00145327973531499 ARF1 downregulated
1316 -0.574019999747517 0.0137978358826406 0.00146448852397207 CMC2 downregulated
1317 -0.674138991554344 0.0138083030930816 0.00146630610003981 ATP6AP1 downregulated
1318 -0.782803291404955 0.0138116694053284 0.0014678882321423 POLR2K downregulated
1319 -0.582817528719388 0.0138673930983458 0.00147550299492309 EPS15 downregulated
1320 -0.453231832464375 0.0138673930983458 0.0014762409298397 RNF103 downregulated
1321 -0.635276273734992 0.0138673930983458 0.0014763961141389 BBS7 downregulated
1322 -0.357320106622207 0.0138740435384318 0.0014777508733192 SUPV3L1 downregulated
1323 -0.803796164410386 0.0138839385911569 0.00148026720392613 MSMO1 downregulated
1324 -0.446936255616039 0.013885351583242 0.0014815442956249 CYB5A downregulated
1325 -0.39972681916451 0.0138919562931034 0.00148289656044408 UBE2D2 downregulated
1326 -0.544410592047581 0.0139009541800543 0.00148580095720246 APH1A downregulated
1327 -0.701449294169845 0.0139040652414207 0.00148681112485541 SH3BP5 downregulated
1328 -0.706262562795403 0.0139040652414207 0.00148742971747824 HIST1H2BK downregulated
1329 -0.488437830508533 0.0139509371354766 0.00149504519062419 MAP1LC3B downregulated
1330 -0.556223741748676 0.0139568421974636 0.00149649651150623 SPTLC1 downregulated
1331 -0.674986127898069 0.0139568421974636 0.00149697915892247 HMGB3 downregulated
1332 -0.368123660695687 0.0139825515682058 0.00150106421066201 PCBP1 downregulated
1333 -0.727420398261685 0.0139825515682058 0.00150169201571557 CASD1 downregulated
1334 -0.803108061074396 0.0140075369803963 0.00150502832889636 AK8 downregulated
1335 -0.433665109604256 0.0140659525315389 0.00151392739455196 PHTF2 downregulated
1336 -0.393736158053294 0.0141001421934887 0.0015189217642825 FICD downregulated
1337 -0.544344697085414 0.0141079589120041 0.0015210790548392 MRPS21 downregulated
1338 -0.702446181047702 0.0141206513345166 0.00152573858170929 GEMIN8 downregulated
1339 -0.425295852780546 0.0141371410807052 0.00152829455109043 DDX28 downregulated
1340 -0.432163145717833 0.0141371410807052 0.00152883826538182 RPA1 downregulated
1341 -0.90530916806698 0.0141546603020728 0.00153469164511356 PFN2 downregulated
1342 -0.60043159995112 0.0141686101385432 0.00153686457802592 SNX24 downregulated
1343 -0.384661027638486 0.0141919688559599 0.00154005982830722 DNTTIP2 downregulated
1344 -0.518489507841098 0.0142190260296284 0.00154365877140747 CCT7 downregulated
1345 -0.589017985877629 0.0143614990564312 0.00156066385904728 OTUB1 downregulated
1346 -0.359740619955984 0.0143614990564312 0.00156113437745758 SRP68 downregulated
1347 -1.53064650244356 0.0143667749787845 0.00156290146280721 VGF downregulated
1348 -1.40869992895402 0.0143667749787845 0.00156304725681643 HECTD2-AS1 downregulated
1349 -0.475943743949695 0.0144110106938134 0.00156853167249589 ROBO1 downregulated
1350 -0.733111093523515 0.0144125535063354 0.00157004323611177 SELENOI downregulated
1351 -0.760156974527292 0.0144125535063354 0.00156974694318631 RNF5P1 downregulated
1352 -0.389048215053592 0.0144253804324628 0.00157211296560379 P4HB downregulated
1353 -0.633362278959771 0.0144645535103027 0.00157840487426554 DNAJB9 downregulated
1354 -0.307248157706896 0.0144645535103027 0.00157716904568131 ATP5G2 downregulated
1355 -0.59495090973072 0.0144704347937753 0.00157972117125912 LOC93622 downregulated
1356 -1.77535477334764 0.0144831196914651 0.00158439049435984 EFHB downregulated
1357 -1.02771612343676 0.0144831196914651 0.00158406379471751 FAM86JP downregulated
1358 -0.769884180922892 0.0144831196914651 0.00158448151381479 SEZ6L2 downregulated
1359 -0.751748323633569 0.0145139524004085 0.00158976449064604 HACD2 downregulated
1360 -0.714054308420124 0.0145139524004085 0.0015885851313556 LENG9 downregulated
1361 -0.496865111604407 0.0145172504104827 0.00159092228196732 GDE1 downregulated
1362 -2.05546022976256 0.0145343346440058 0.00159482700563975 TMEM144 downregulated
1363 -0.52992563048973 0.0145632381263212 0.00159935622176911 MGST3 downregulated
1364 -0.810361861277976 0.0145632381263212 0.00159888299484888 LOC339803 downregulated
1365 -0.549057420477425 0.0145820215669146 0.00160277848574953 PHF5A downregulated
1366 -0.572531465618179 0.0146409406832386 0.00161035584823923 NCSTN downregulated
1367 -0.25207205368918 0.0147894815604205 0.00163040711743786 SUPT7L downregulated
1368 -0.483172072277765 0.0147894815604205 0.00163034235779478 ZNF597 downregulated
1369 -0.678683312227738 0.0148105503069087 0.00163411050093007 SOD2 downregulated
1370 -0.7126139345807 0.0148557045928457 0.00163978504059379 ACSL4 downregulated
1371 -0.770181492960713 0.0148603251878997 0.00164237314224165 SFT2D1 downregulated
1372 -0.673916209844817 0.0148639708600821 0.00164346892649582 UCHL5 downregulated
1373 -0.511277700791833 0.0149851734922562 0.00165896550804589 BCLAF1 downregulated
1374 -0.812204576790928 0.015034976466221 0.00166588071879025 GRM3 downregulated
1375 -0.827702724831798 0.0150533278042381 0.00166861574224948 TMEFF1 downregulated
1376 -0.419920887186004 0.0150822112595864 0.00167462952595603 CTSD downregulated
1377 -0.541429795603364 0.0150822112595864 0.00167370087971339 WDR7 downregulated
1378 -0.344038158551746 0.0150822112595864 0.00167415932679117 THAP7 downregulated
1379 -0.502883511805824 0.0150860123972405 0.00167604440130882 HMGB2 downregulated
1380 -0.58023241428461 0.0152327398021725 0.00169560353552361 ARSG downregulated
1381 -0.801735552342708 0.0152645580229626 0.00170127992508757 SCN11A downregulated
1382 -0.900547660161533 0.0152645580229626 0.00170106873456667 PBLD downregulated
1383 -0.525257854899301 0.015282733859173 0.00170597477223809 LOC729970 downregulated
1384 -0.423325115153896 0.0153257533666727 0.00171526820109015 CCDC51 downregulated
1385 -0.342323478709936 0.0153257533666727 0.00171467670540731 ATAT1 downregulated
1386 -0.904289546973474 0.0153257533666727 0.00171659505872289 PTGER4P2-CDK2AP2P2 downregulated
1387 -0.675703472564476 0.0153257533666727 0.00171334831709434 TRIAP1 downregulated
1388 -0.478528327763813 0.0153257533666727 0.00171471564838337 HDHD2 downregulated
1389 -0.411575444565345 0.0153365748328713 0.00172074468012498 ZNHIT1 downregulated
1390 -1.32932076292443 0.0153371768378706 0.00172152714424987 LINC01006 downregulated
1391 -1.67756394472495 0.0153531859258856 0.00172475542261615 LOC100506085 downregulated
1392 -0.322087596069355 0.0153541983897469 0.00172558487473453 NIT1 downregulated
1393 -0.445562161694775 0.0153788062611636 0.00173121787725307 SCYL3 downregulated
1394 -0.693724341930885 0.0154080238284141 0.0017352251698806 CDC42SE2 downregulated
1395 -0.519191254595159 0.0154168996447273 0.00173694338513522 SNU13 downregulated
1396 -0.425254037032527 0.0154228881999943 0.001738337000307 GOPC downregulated
1397 -0.491508029932082 0.015496836133034 0.001750283594385 SLITRK1 downregulated
1398 -0.644265882568586 0.015496836133034 0.00175009675157731 NDUFA7 downregulated
1399 -0.742379748386245 0.0155713549937609 0.00176015176711277 TAF9B downregulated
1400 -0.813692365460314 0.0156029103675667 0.00176600892539337 DNER downregulated
1401 -0.543578100268361 0.0156029103675667 0.00176659627813015 GTF2A1 downregulated
1402 -0.775294252019221 0.0156029103675667 0.00176695502443894 SERPINF1 downregulated
1403 -1.77119490561389 0.0156029103675667 0.00176802395681068 C21orf91 downregulated
1404 -0.649225140970229 0.0156107447503332 0.00176969800180909 LOC100129434 downregulated
1405 -0.376294138972677 0.0156162680134061 0.00177323585888487 NUP93 downregulated
1406 -0.429330326897408 0.0156162680134061 0.00177276106748867 MYDGF downregulated
1407 -0.500956518100884 0.0156231671043997 0.0017767655506689 USP38 downregulated
1408 -0.594690381061135 0.0156231671043997 0.00177593571299295 CTSL downregulated
1409 -0.430657303099084 0.0156231671043997 0.00177602149330665 SPIN3 downregulated
1410 -0.315852095914918 0.0156304980672533 0.0017792232452446 KIAA0368 downregulated
1411 -0.575377715475901 0.0157175420378582 0.00179206208104233 NDUFB3 downregulated
1412 -1.31266621761983 0.0157650833066546 0.00179895231131732 ADCYAP1 downregulated
1413 -2.4392253045157 0.0157769208508692 0.00180103851040781 LRRC14B downregulated
1414 -0.389066137124544 0.0158657518467135 0.00181238840767592 MYSM1 downregulated
1415 -0.350400410975788 0.0159107242431566 0.00181927966104802 SNAPC5 downregulated
1416 -0.678944718307168 0.0159557531981043 0.00182591591392094 PRDX4 downregulated
1417 -0.43077611074865 0.0159578193222005 0.00182761344994246 CDC37L1 downregulated
1418 -0.416928580166359 0.0159756876003205 0.00183043118079465 FOPNL downregulated
1419 -0.433581574425842 0.0159977492898233 0.00183445034507833 ZBTB24 downregulated
1420 -1.00165429196993 0.0160359962579351 0.00184033108595703 MVP downregulated
1421 -0.61288502781189 0.0160430213267185 0.00184188512225365 DHX58 downregulated
1422 -0.393287030300402 0.0160528988797909 0.00184376743764531 MRPS7 downregulated
1423 -1.54937612632893 0.0160834830004597 0.00184802990705883 SOX2-OT downregulated
1424 -0.550148833141185 0.0160958890093224 0.00185020567272592 FDFT1 downregulated
1425 -0.849153276436052 0.0161786353013005 0.00186108328993255 WARS downregulated
1426 -0.579981749886813 0.0162043661078209 0.00186645171549086 SPCS3 downregulated
1427 -1.37797704602206 0.0162443994549517 0.00187197392251917 EDIL3 downregulated
1428 -0.406848888408191 0.0162443994549517 0.00187289507350026 EIF3J-AS1 downregulated
1429 -0.526437645354471 0.0162457204814497 0.00187426170181183 SNRPC downregulated
1430 -1.61262270411739 0.0162805145077908 0.00187977599570213 LINC00943 downregulated
1431 -0.694429859620223 0.0162821335997772 0.00188146614348698 NUDT18 downregulated
1432 -0.630757971927648 0.0162891556758586 0.00188421109999343 RAN downregulated
1433 -0.461471837607313 0.0162891556758586 0.00188656012099283 ATG14 downregulated
1434 -0.69774355660581 0.0162891556758586 0.00188760737473474 LINC01578 downregulated
1435 -0.585620099309125 0.0163216499109467 0.00189441608531474 CITED4 downregulated
1436 -0.596211891351127 0.0163216499109467 0.00189407751319255 KIAA1524 downregulated
1437 -0.493131835467588 0.0163228366620704 0.00189531469375926 UBQLN1 downregulated
1438 -0.289090053250686 0.0163257165853656 0.00189717109249599 RER1 downregulated
1439 -1.1666387654898 0.0163257165853656 0.00189708041424794 KIAA1324L downregulated
1440 -1.08969999397602 0.0163628101529981 0.00190300710071926 LINC00636 downregulated
1441 -0.750782772235773 0.0163788327513857 0.00190639749126975 HTRA1 downregulated
1442 -0.383386724411498 0.0163788327513857 0.00190622389032444 UBE2Z downregulated
1443 -0.545738069924293 0.0163934546170079 0.00190886354511191 PPIF downregulated
1444 -0.401030152172194 0.0164025453753986 0.00191297884686464 MUL1 downregulated
1445 -0.42192571893337 0.0164025453753986 0.00191463299083381 SCAMP3 downregulated
1446 -0.515952720847913 0.0164025453753986 0.00191432824586722 RETSAT downregulated
1447 -0.423342070762118 0.0164025453753986 0.0019148635472116 RPUSD2 downregulated
1448 -0.391078469739914 0.0164025453753986 0.00191551897745655 DDX49 downregulated
1449 -0.647621717141504 0.016410840007986 0.00191777261455372 USP32 downregulated
1450 -0.359678572886074 0.0164356398339686 0.00192143684816078 SLC20A1 downregulated
1451 -0.431486730412813 0.0164854782319004 0.0019303370772635 IMPDH2 downregulated
1452 -0.342814587545751 0.0164854782319004 0.00192970301962562 KIAA1468 downregulated
1453 -0.326339659783333 0.0164909725389183 0.00193251782794204 SPPL3 downregulated
1454 -0.681177644443389 0.0165082331887987 0.00193594121940467 PRR11 downregulated
1455 -0.37312876943817 0.0165334897892872 0.00194135369315315 COPB2 downregulated
1456 -1.11869400986129 0.0165443804111061 0.00194417484810509 SFR1 downregulated
1457 -0.348966886017109 0.0165443804111061 0.00194398031182845 ZNF23 downregulated
1458 -0.426319572709295 0.0166258716012085 0.00195607606961498 PSMD4 downregulated
1459 -0.741724515730086 0.0166730214621796 0.00196282400276073 ATP6V1D downregulated
1460 -0.392705576742968 0.0166730214621796 0.00196339116125365 POLR2I downregulated
1461 -1.4178458139903 0.0167704995531832 0.00198090923729858 H1FNT downregulated
1462 -0.641393686343211 0.0167769216790634 0.00198244984181354 DCAF16 downregulated
1463 -0.493691359668578 0.016857163694933 0.00199428897859227 WDR31 downregulated
1464 -0.535643383263694 0.0168916801095089 0.00200152197074403 MRPL21 downregulated
1465 -0.393748724165896 0.0168919546667911 0.002002341897061 GNE downregulated
1466 -0.410620930186877 0.0169089467682193 0.00200618861589453 GTF2E1 downregulated
1467 -0.309451213120922 0.0169461304535874 0.00201271339186783 POLDIP2 downregulated
1468 -0.537364178283578 0.0170041116606527 0.00202245766631011 NLK downregulated
1469 -0.542457104463914 0.0170074176751881 0.00202609188539754 CRBN downregulated
1470 -0.815357118235377 0.0170074176751881 0.00202633475867155 GABARAPL1 downregulated
1471 -1.06957170526774 0.0170123293927325 0.00202771296588902 MARCKSL1 downregulated
1472 -0.285672115589378 0.0170508765997163 0.00203310223941054 ELOB downregulated
1473 -0.679226724193983 0.0170713966559517 0.00203873202967176 MTMR2 downregulated
1474 -0.922737022997958 0.0170932317323142 0.00204213643452764 B3GNT9 downregulated
1475 -0.458762994183837 0.0170990646387507 0.0020436303423184 NDUFA6 downregulated
1476 -0.459002659967862 0.0171289753897841 0.00204800363001893 CCDC112 downregulated
1477 -2.23897925209967 0.017202148819935 0.00205835622154352 LOC389033 downregulated
1478 -0.521961454439982 0.0172651895068423 0.00206677278217517 LRP11 downregulated
1479 -0.829948982382205 0.0172651895068423 0.00206750905901635 BACE1 downregulated
1480 -0.454759913188216 0.0172786952608695 0.00206993179603946 NDUFV1 downregulated
1481 -0.958552674101714 0.017282104301366 0.00207261504527401 LRRC8D downregulated
1482 -0.401853420967831 0.017282104301366 0.00207177130654163 EIF2S3 downregulated
1483 -1.13577170042444 0.017282104301366 0.00207275692758191 BEX5 downregulated
1484 -0.482838191288016 0.0173014182051209 0.0020758798517681 NCOA4 downregulated
1485 -0.37955695424881 0.0173431129752073 0.00208384412439056 GATAD2B downregulated
1486 -0.311840734404759 0.0173431129752073 0.00208411621918074 PDCD2 downregulated
1487 -0.417771842255977 0.0173834515961239 0.002091394610059 DDX6 downregulated
1488 -0.346740827678446 0.0173848975988157 0.00209237894933772 KHSRP downregulated
1489 -0.637875118256843 0.017409003727346 0.00209771475482167 MAT2B downregulated
1490 -0.602280317935368 0.0174161836348418 0.0021002446286172 FIS1 downregulated
1491 -0.300883628563254 0.0174161836348418 0.00210101539397616 TIMM13 downregulated
1492 -0.425400146423553 0.0174710587688493 0.00210844968780827 SRSF2 downregulated
1493 -0.538480171097208 0.0175174129731848 0.00211812656749365 CUL2 downregulated
1494 -1.02849870705088 0.0175174129731848 0.00211784828208524 RALY-AS1 downregulated
1495 -1.00602084954269 0.0175962463340893 0.00212847896503807 NT5DC1 downregulated
1496 -2.90961157130801 0.0176208328295343 0.00213227436840867 LOC101928107 downregulated
1497 -0.341635264252929 0.0176821962516955 0.002141348336452 CDC5L downregulated
1498 -0.243582874473003 0.0177263358130311 0.00214915036533509 PBX2 downregulated
1499 -2.24317530235986 0.0177263358130311 0.00215058190311248 MIR3942 downregulated
1500 -1.0444594581829 0.0177263358130311 0.00215082515831445 PEX11G downregulated
1501 -0.617729225661576 0.0177872900635118 0.00215905017132264 ATP5G3 downregulated
1502 -0.413052342837659 0.0178317009621592 0.00216693443380176 FBXO9 downregulated
1503 -1.50587579039676 0.0178317009621592 0.00216677857203639 SLC31A2 downregulated
1504 -0.947884483033486 0.0178317009621592 0.00216658311661789 SECISBP2L downregulated
1505 -0.603512716469833 0.0178630535366134 0.00217240976446298 OSBPL1A downregulated
1506 -0.426137894749775 0.0178642079134122 0.00217411145319066 PSMD2 downregulated
1507 -0.6667921663456 0.0178771198283146 0.00217745369465278 MED14 downregulated
1508 -1.45719095166238 0.0178798215998349 0.00217861621507334 ELOVL1 downregulated
1509 -0.391352415048032 0.0178984138647726 0.00218171594911576 TOP2B downregulated
1510 -0.898410987033871 0.017902290377465 0.00218302296310299 SEC14L5 downregulated
1511 -0.517232333554088 0.0179277665327003 0.00218696522705806 NAA20 downregulated
1512 -0.508000762616327 0.0179395549514393 0.00219007571984429 KPNA3 downregulated
1513 -0.360431435829111 0.0179542963215261 0.00219271227158898 PRMT5 downregulated
1514 -0.512459776310136 0.0179592179674211 0.00219610849343082 RAC1 downregulated
1515 -0.783093219135584 0.0179592179674211 0.00219706135701756 PCNA downregulated
1516 -0.805473420440807 0.0179883988142577 0.00220190813808049 DPH6 downregulated
1517 -1.00935780090981 0.0180143787650655 0.00220760741030892 LOC285889 downregulated
1518 -0.639499090774613 0.0180154931168786 0.00221020789319028 THAP5 downregulated
1519 -0.707474755460723 0.0180154931168786 0.00220908781245383 HTR7P1 downregulated
1520 -0.726799367697999 0.018107832965887 0.00222328028863778 HRASLS5 downregulated
1521 -1.33770294029771 0.0181303894318198 0.0022274214841787 LINC01132 downregulated
1522 -0.549309743987962 0.018170094807589 0.00223476768487963 SDHA downregulated
1523 -0.74353969305966 0.018170094807589 0.00223600663273364 C12orf66 downregulated
1524 -0.704577712924983 0.0182019766745623 0.00224077846443476 ZNF396 downregulated
1525 -0.315943084358214 0.018218677464573 0.00224368367414357 TEX264 downregulated
1526 -1.45518012226733 0.0182963311714712 0.00225518048681572 ENPP6 downregulated
1527 -1.20500862522112 0.0182963311714712 0.00225718676967877 PRRG1 downregulated
1528 -0.322092189782972 0.0183017111976359 0.00225902816628629 CTNNB1 downregulated
1529 -0.580856870860404 0.0183464229485102 0.00226554440754933 MRPS17 downregulated
