log2FoldChange padj pval genes gene_type
604 -0.960690266451594 0.00271469184907285 0.000129446727715282 TAF9 downregulated
605 -0.714519011751103 0.00271469184907285 0.000129309701309859 PSMA2 downregulated
606 -0.745554686522422 0.00271469184907285 0.000129344443810425 GDI2 downregulated
607 -0.526271664974905 0.0027227505333356 0.000130089931322845 CAP1 downregulated
608 -0.571962098882644 0.00273791010481951 0.000131069485743236 NUFIP1 downregulated
609 -0.947906272488734 0.00274554588120251 0.000131563005914146 EML1 downregulated
610 -0.568222644730329 0.00275154490032444 0.000131978730360968 GIPC1 downregulated
611 -0.432584673067835 0.00277304620519553 0.000133140298880389 SND1 downregulated
612 -0.498950534635952 0.00278032480903143 0.00013389872224315 ARHGDIA downregulated
613 -0.536162769279948 0.00278098842556496 0.000134687315254836 ST3GAL5 downregulated
614 -0.524906554780351 0.00278098842556496 0.000134640956759923 CHMP1B downregulated
615 -0.443889460808991 0.0028125461321846 0.000136871214375645 PNO1 downregulated
616 -0.516216870675816 0.00281282357973117 0.000137015831856574 RSPRY1 downregulated
617 -1.16502887991611 0.00282848364865155 0.000138158809543204 SERPINI1 downregulated
618 -0.53640608565405 0.0028572965354548 0.000139714914729506 WBP2 downregulated
619 -0.341895752113075 0.00286164353657122 0.000140060863907136 OAZ2 downregulated
620 -0.42103411720624 0.0028795653137448 0.000141072257714342 PFDN1 downregulated
621 -0.969854912520722 0.0029021226627413 0.000142447917021703 HENMT1 downregulated
622 -0.357318850540974 0.0029021226627413 0.000142361543947046 MRPS16 downregulated
623 -0.674459625358129 0.00291575138199515 0.000143308771804074 EBNA1BP2 downregulated
624 -0.896076012923598 0.00291575138199515 0.000143388696592779 ACAT2 downregulated
625 -0.527717881994836 0.00292970677132156 0.000144211548525407 PMS2 downregulated
626 -0.360302727060534 0.00293148559196473 0.000144435755871287 TOMM6 downregulated
627 -0.680785434647647 0.00293520492465158 0.00014530311051974 TMEM18 downregulated
628 -0.474568096100248 0.00293520492465158 0.000145212145506542 TXNDC15 downregulated
629 -0.541188039754768 0.00297474147042154 0.000147537636905259 SHISA4 downregulated
630 -0.502475635777021 0.00297474147042154 0.000147454478707081 MRPL2 downregulated
631 -0.477422064299074 0.00299185295383745 0.000148525772425157 GPR107 downregulated
632 -0.494989725290147 0.00300283080164329 0.000149350695257231 DRG1 downregulated
633 -0.587652034866191 0.00300329392569364 0.000149513723611654 MBNL1-AS1 downregulated
634 -0.464577108989879 0.00301055689795766 0.000150254480707132 TMED4 downregulated
635 -0.426274088263863 0.00301055689795766 0.000150296295982504 HNRNPL downregulated
636 -0.890080301732527 0.00303257386381644 0.000151536809863946 TOMM20 downregulated
637 -0.527131272545717 0.00304922636622444 0.000153079606415127 TFB1M downregulated
638 -0.769904222899294 0.00305249388191329 0.000153385932256679 PPA1 downregulated
639 -0.562396133437123 0.00308257653953035 0.000155310351757321 MUT downregulated
640 -0.931352350674314 0.00308257653953035 0.000155328636518543 BCAT1 downregulated
641 -0.584766374546778 0.00308384016893217 0.000155536058489937 MRPS9 downregulated
642 -0.502732919650879 0.00308421520881113 0.000155698740089612 U2AF1L4 downregulated
643 -0.538583801379913 0.00309291218908157 0.000156281956507921 GFM1 downregulated
644 -0.476465127477931 0.0031400697638151 0.000159250263507707 TAX1BP1 downregulated
645 -0.464093886711108 0.00315532571326482 0.000160318138603396 GGNBP2 downregulated
646 -1.07268894465581 0.00318700568015917 0.000162305348669001 CTBS downregulated
647 -0.769325234490025 0.0031965705981966 0.000163009753154667 BZW2 downregulated
648 -0.900958453003714 0.00320781679777998 0.000163732782993944 VTA1 downregulated
649 -1.22276932509185 0.00320820225636159 0.000163902003121815 TRAM1L1 downregulated
650 -0.59624272709312 0.0032102791150426 0.000165729173684445 UTP11 downregulated
651 -0.621587062329263 0.0032102791150426 0.000165863927752985 TADA1 downregulated
652 -0.789074170980507 0.0032102791150426 0.0001659534581915 TRIM23 downregulated
653 -0.520039146222604 0.0032102791150426 0.000165432279689561 SEC61A2 downregulated
654 -1.60287078730432 0.0032102791150426 0.000165436060842087 KRT81 downregulated
655 -0.547627423717172 0.0032102791150426 0.000164696638460215 SLIRP downregulated
656 -0.619697106392671 0.0032102791150426 0.000165319693880594 SELENOS downregulated
657 -0.82822177286808 0.0032102791150426 0.000165000294584136 CNDP2 downregulated
658 -1.49484614017574 0.00321371686804881 0.00016685756512154 TPH1 downregulated
659 -0.755461481951443 0.00321371686804881 0.000166581563095813 GOT2 downregulated
660 -0.586509021862374 0.00321371686804881 0.000166885114618929 RAE1 downregulated
661 -0.539639387114089 0.00321502201995276 0.000167247684438879 GNL3 downregulated
662 -0.535552662248418 0.00321863726285328 0.000167698757768381 NALCN downregulated
663 -0.725146768608326 0.00322205391128096 0.000168064062216165 UBA3 downregulated
664 -0.589817993422502 0.0032303128803654 0.000168645430756037 FAM76A downregulated
665 -0.508889880323499 0.00323208332131093 0.000169189836844832 GORASP2 downregulated
666 -0.427082265009223 0.00323208332131093 0.000169060816418106 RBSN downregulated
667 -1.11727366347468 0.00323208332131093 0.000168908477499651 SLC16A6 downregulated
668 -0.545318591461777 0.00323970208198914 0.000169962268470308 LAMTOR5 downregulated
669 -1.82457541528832 0.00323970208198914 0.000169995383567174 MAL downregulated
670 -0.676263904872325 0.00323970208198914 0.000170192711807289 ATAD1 downregulated
671 -0.467268031317545 0.00325407687813105 0.000171804670580652 HECW2 downregulated
672 -0.69922219719769 0.00325407687813105 0.000171508210870969 NDUFC2 downregulated
673 -0.699877178002586 0.00325407687813105 0.000171848704093531 ZNF728 downregulated
674 -1.14019399043135 0.00326912822352571 0.000173259579684273 LOC101929715 downregulated
675 -0.603144369398161 0.00326912822352571 0.000173015820874603 NEPRO downregulated
676 -0.398941677687783 0.00326912822352571 0.000173262424376485 SNAP29 downregulated
677 -0.422965137258627 0.00328216536602309 0.000174259374068909 ACO2 downregulated
678 -0.664225134611823 0.00329615875191727 0.000175155967798708 ATP5C1 downregulated
679 -0.750313741372149 0.00329893194910088 0.000175457108745821 SEC61G downregulated
680 -0.405007576220578 0.00330404174263883 0.000175988567808897 IMP4 downregulated
681 -0.858890299776692 0.00330632485753896 0.000176312666621198 LIFR-AS1 downregulated
682 -0.608038685514773 0.00331111320668482 0.000177031037527035 PPP1R8 downregulated
683 -0.461905022220938 0.0033149383864149 0.000177390074469972 FBXO21 downregulated
684 -0.589933004846554 0.00335533826120894 0.000180716935923352 DYNC1LI1 downregulated
685 -0.516286864206211 0.00335533826120894 0.000180621299043681 PSAP downregulated
686 -0.476656994721263 0.00335533826120894 0.000180803199084395 CCDC43 downregulated
687 -0.622338270967546 0.00336051178155004 0.000181551911379131 IDH2 downregulated
688 -0.561750060595355 0.00336051178155004 0.000181424801205949 ZFP1 downregulated
689 -0.505901783073116 0.00337095455106261 0.000182273214899204 MAGED2 downregulated
690 -0.470783317112049 0.00337938085204853 0.000183201413831746 SCP2 downregulated
691 -0.67519587010814 0.00337938085204853 0.000183189291989418 SNHG11 downregulated
692 -0.462444173207724 0.00339549258910591 0.00018479094724807 TFCP2 downregulated
693 -0.30146446390014 0.00339549258910591 0.000184951466551424 SMARCD1 downregulated
694 -0.614441388498981 0.00341958633596253 0.00018670950649166 NAT6 downregulated
695 -0.941945205778059 0.00341958633596253 0.00018681560554459 LDHA downregulated
696 -0.813233523777512 0.00345844627782342 0.000189731504537039 MFSD14A downregulated
697 -0.636799822609771 0.00345936790958213 0.000189956434880331 FAM98A downregulated
698 -0.625688518956316 0.00346780926370797 0.000190743249483774 ABCA11P downregulated
699 -1.13930134396749 0.00347174333265013 0.00019112146906539 FAM134B downregulated
700 -0.582602468221515 0.00350197440793013 0.000193112185921845 PPIH downregulated
701 -1.12883617793066 0.0035096030949439 0.000193989577015275 SCG2 downregulated
702 -0.729404105693076 0.0035096030949439 0.000194187240651583 DDX24 downregulated
703 -0.676038901202148 0.0035096030949439 0.000193927851512244 ATP5A1 downregulated
704 -0.856081409298471 0.00354043392667253 0.000196058150603038 PJA2 downregulated
705 -0.638349404405573 0.00355091057902574 0.000196803835289312 VWA9 downregulated
706 -0.435853865371741 0.00355117190627651 0.000196983851604393 ECHS1 downregulated
707 -0.574873469121169 0.00355989343626502 0.00019763357491221 NUP133 downregulated
708 -0.459002480115665 0.00357140539164381 0.000198528576437824 PSMD3 downregulated
709 -0.596616213672379 0.00360951027375488 0.000201328516016002 CPSF3 downregulated
710 -0.710089603041584 0.00360951027375488 0.000201397650570298 PSMA4 downregulated
711 -1.70644507097894 0.00362623896736391 0.000203326385325137 PCSK1 downregulated
712 -0.461360611439542 0.00362623896736391 0.000203165913287653 ELP3 downregulated
713 -0.855652744650454 0.00362623896736391 0.000202797196881954 UBE2N downregulated
714 -0.615737381616491 0.00365417209377889 0.000205252289796465 ATP5H downregulated
715 -0.407217774490733 0.0036681220960957 0.000206206835775482 NOA1 downregulated
716 -1.09220013820736 0.00368037459432433 0.000207067176401877 TUBB4A downregulated
717 -0.257818567544151 0.00370000948942607 0.000208689296704682 RABGEF1 downregulated
718 -0.882744850698242 0.00373426506994925 0.000211148905681516 PRKACB downregulated
719 -0.691848543512034 0.00373426506994925 0.000211343464725733 YIPF5 downregulated
720 -0.688429668845043 0.00373941326580104 0.000212306220936264 NDN downregulated
721 -0.452477798666602 0.00374177169179561 0.000212788955576872 TOR1A downregulated
722 -0.576194033630752 0.0037449095009913 0.00021314196153034 NDUFS3 downregulated
723 -0.470505070679999 0.00374633420258666 0.000213397678439421 NOMO1 downregulated
724 -1.27075751348835 0.00375124629716057 0.000213852338667197 OMG downregulated
725 -0.539341053846419 0.00377932720965822 0.000215738394226506 MRPL44 downregulated
726 -0.673971602327898 0.00377932720965822 0.000215981688297253 PSMD12 downregulated
727 -0.581927608637752 0.0038031260849591 0.000217978890389641 APMAP downregulated
728 -0.771490262758329 0.00381700797584888 0.000219736393519478 PPP6C downregulated
729 -0.651751600045799 0.00381700797584888 0.000219069198999666 LDOC1 downregulated
730 -0.474152282878131 0.00381700797584888 0.000219568134432091 PSMB6 downregulated
731 -0.658678924613135 0.00381700797584888 0.000219397129082262 MYL12B downregulated
732 -0.775282521931928 0.00382641794514278 0.000220456466703793 COPS2 downregulated
733 -0.548395502682094 0.00382824432118385 0.000220918588058808 DPH5 downregulated
734 -0.782451348834123 0.00385242491759575 0.000222673141183925 KIAA1143 downregulated
735 -0.993491486040404 0.00385683471928888 0.000223107811804293 RAPGEF5 downregulated
736 -0.698422689004249 0.00387702345123339 0.000225095258611946 RRM2B downregulated
737 -0.622672075955823 0.00387702345123339 0.000224959960160205 PAFAH1B2 downregulated
738 -0.644331382925644 0.00387904200975499 0.000225658156349892 NSUN5 downregulated
739 -0.476774449405861 0.00391287656856291 0.000227991223171754 ITM2B downregulated
740 -0.574264468144606 0.00392260435045179 0.000228923723803927 TOMM22 downregulated
741 -0.430275612373776 0.00396615802685256 0.000231650398902077 CHAMP1 downregulated
742 -0.719438017740239 0.00397235412923416 0.000232534710220988 FAHD2B downregulated
743 -0.686386397947039 0.00397235412923416 0.000233652195652093 ELL2 downregulated
744 -0.586721828567937 0.00397235412923416 0.000233514766829456 IARS downregulated
745 -0.677318624046148 0.00397235412923416 0.000232944141520566 API5 downregulated
746 -0.788936863580702 0.00398534132190956 0.000234814311792928 CMSS1 downregulated
747 -0.585804660928409 0.00401808758777505 0.000237576253485782 PAFAH1B1 downregulated
748 -0.47219092259918 0.00401808758777505 0.00023762259649498 MPDU1 downregulated
749 -0.946376910955242 0.00402934722551641 0.000238534050081846 RCAN2 downregulated
750 -1.04243892774357 0.00407087680062805 0.00024156184063765 GSTZ1 downregulated
751 -0.552063158528635 0.00408754210069075 0.000243122347479672 NGDN downregulated
752 -0.432113849345382 0.00413345180993304 0.000246552001061006 GUF1 downregulated
753 -0.612166745028018 0.00413345180993304 0.000247009053294838 LINC01521 downregulated
754 -0.937608549405416 0.00415012290135011 0.00024819874527722 YWHAZ downregulated
755 -0.662634723903728 0.00415415331562129 0.00024863342456802 ETFB downregulated
756 -0.697967042723789 0.00416363766777482 0.000249589243497806 SLC25A45 downregulated
757 -0.733532943698906 0.0041689205465851 0.000250100253738639 DNM1L downregulated
758 -0.553301919805603 0.00418973114933413 0.000251934609734817 ECH1 downregulated
759 -0.530425370825585 0.00419170242111162 0.000252248535200443 DCTN1 downregulated
760 -1.16205613083907 0.00419704497095806 0.000253115489548826 ENPP4 downregulated
761 -0.794159780392864 0.00422488979682751 0.000255033435272065 SELENOT downregulated
762 -0.829177216227176 0.00424249392323173 0.000256491615085608 CLASP2 downregulated
763 -0.367482024594896 0.00424428633945217 0.000256797821685029 HMG20A downregulated
764 -0.561179748418855 0.0042494445823203 0.000257307999460871 MRPS12 downregulated
765 -0.586391350105484 0.0042541773107996 0.000257792872979979 MRPS23 downregulated
766 -0.474859199602815 0.00425908861206699 0.000258487548264169 BLMH downregulated
767 -0.799600766270756 0.00426153622576944 0.0002589236909922 JHDM1D-AS1 downregulated
768 -0.545289699109632 0.00426153622576944 0.000259033386398329 DOLPP1 downregulated
769 -0.667371203096556 0.00428155723286721 0.000260449922569883 RLIM downregulated
770 -0.576019558211466 0.00428672858485053 0.000260964318827893 TUBGCP5 downregulated
771 -0.355669484930817 0.00429533077772394 0.00026168821733488 GAPVD1 downregulated
772 -0.626642199725447 0.00429610160987926 0.000261935435870138 DDX18 downregulated
773 -0.716055916928532 0.00433718165763206 0.00026504662066637 ACTR2 downregulated
774 -0.799624140001272 0.00435243411176998 0.000266304305873215 SELENOF downregulated
775 -1.27061101628205 0.00437130036270065 0.000267946673050452 VAX1 downregulated
776 -0.607604007313646 0.0043742092688153 0.000268328876975758 CDK17 downregulated
777 -0.413756993232442 0.00437514390763158 0.000268590151789996 RRN3 downregulated
778 -0.419522164773149 0.00437688966165678 0.000268901345921952 C15orf57 downregulated
779 -0.889410802432138 0.00440150941260468 0.00027082424018264 KYAT3 downregulated
780 -0.577032265663772 0.00440150941260468 0.000270785231738827 ZNF223 downregulated
781 -1.01260861582371 0.00440233874066213 0.000271080477155394 LGI3 downregulated
782 -0.729266680793957 0.00441518973788867 0.000272283411328332 PPP2R2A downregulated
783 -0.679361965516928 0.00441704791746388 0.000273221581432647 HSD17B10 downregulated
784 -0.383091663811931 0.00442582876042562 0.000274589944535799 KPNA6 downregulated
785 -0.837291798532444 0.00444090229515847 0.000276363367721123 SUB1 downregulated
786 -0.672788765523764 0.00444090229515847 0.000276767182614407 SEPHS2 downregulated
787 -0.415959710000922 0.004464136633407 0.000278643279931024 ETF1 downregulated
788 -0.571247193701706 0.004464136633407 0.000278839467149833 AFG3L2 downregulated
789 -0.465467296446828 0.00447886381492923 0.000280307348226758 MATR3 downregulated
790 -0.486959453048723 0.00448384909018561 0.000281481336737793 NMD3 downregulated
791 -0.638057749966445 0.00448384909018561 0.000280922426746625 FKTN downregulated
792 -0.601911224283885 0.00448384909018561 0.000281257153383459 KLHL9 downregulated
793 -0.426682479988043 0.00448396292334436 0.000282245065256733 ALAS1 downregulated
794 -0.5818190287382 0.00448396292334436 0.000281924722403601 SLC39A7 downregulated
795 -1.17106439086234 0.00448396292334436 0.000282377005986959 ENDOD1 downregulated
796 -0.430336380682646 0.00449238777049755 0.00028341568215651 AIFM1 downregulated
797 -0.849175021571621 0.00451957514784475 0.000285673048080804 SCOC downregulated
798 -0.38985652888467 0.00452914115528485 0.000286675683748922 ABT1 downregulated
799 -0.350771124732935 0.00452914115528485 0.000287122172711854 CSTF3 downregulated
800 -0.393731268586008 0.00456147209273631 0.000289384399301455 MRPL11 downregulated
801 -0.358677888772809 0.00457266609520349 0.000290307706226036 ECD downregulated
802 -0.373025438045853 0.00458613820072828 0.000291590570353488 PRMT1 downregulated
803 -0.651837910569668 0.004591369842567 0.000292137222537825 RAB6A downregulated
804 -0.436394384306312 0.00461685758253808 0.000294404566863007 GLT8D1 downregulated
805 -0.359985051285842 0.00462157158202486 0.000295052506305258 THRAP3 downregulated
806 -0.375289192700079 0.00462157158202486 0.000295136021413045 SURF4 downregulated
807 -0.429187759421444 0.00463041878254192 0.000296132688651821 DYNC1H1 downregulated
808 -0.693386182094886 0.0046594368416663 0.000298640080981269 SDHAF1 downregulated
809 -0.508274692084899 0.00466541459904344 0.000299240688401798 CD99L2 downregulated
810 -0.43507819949065 0.00467296343211681 0.000299942695474985 CUEDC2 downregulated
811 -0.664923022804861 0.0046845612401458 0.000301560577664725 ATG3 downregulated
812 -0.572174740478723 0.00473734129696302 0.000306283148225782 UQCRC1 downregulated
813 -0.617809154126719 0.00473734129696302 0.000305918986336018 RHNO1 downregulated
814 -0.408492978486117 0.00474084751645843 0.000306808116182537 TMED3 downregulated
815 -0.689987742678886 0.00475398805147411 0.000308245810823683 SEL1L downregulated
816 -1.60393220351598 0.00475533955563111 0.000308979839079559 BUB1 downregulated
817 -0.615470761211045 0.00475533955563111 0.000308807818003407 SCD5 downregulated
818 -0.526327049638371 0.00475533955563111 0.000309106968346538 HIKESHI downregulated
819 -0.349708696084307 0.00477163034174455 0.000311169106796281 DHX35 downregulated
820 -0.527020992423763 0.00479424205508907 0.000312867145719699 MRPS35 downregulated
821 -0.673066647862751 0.00482605542530108 0.000315734122571149 C2orf74 downregulated
822 -0.487317883963355 0.00482605542530108 0.000315648916052131 GABARAP downregulated
823 -0.476735380368478 0.00483640138907725 0.000316971069456142 ARFGAP2 downregulated
824 -0.681486563348149 0.00484232875690027 0.000317585258982831 RBX1 downregulated
825 -0.671190278543425 0.00484692402407859 0.000318338505100766 MAD2L1BP downregulated
826 -0.640857252454103 0.00485091901707397 0.000318827008533739 GTF2B downregulated
827 -0.87592503448313 0.00486568026492136 0.000320023999151822 ILF3-AS1 downregulated
828 -0.670719118762493 0.00487246070663187 0.000320697082821247 ARF5 downregulated
829 -0.775210960984487 0.0048808178320989 0.000321474646751305 KIF11 downregulated
830 -0.310532079141478 0.00490258488477788 0.000323822438900399 HMGN4 downregulated
831 -0.458151609884457 0.00490258488477788 0.000323801184426809 FAM204A downregulated
832 -0.463634228974071 0.00490258488477788 0.000323540097864567 FUS downregulated
833 -0.766887159557474 0.00490500855957194 0.000324598756743066 PEX5L downregulated
834 -0.482536937579179 0.00490500855957194 0.000324764293816417 RTFDC1 downregulated
835 -0.604923722290829 0.00491753638006196 0.000326066741292906 NAPA downregulated
836 -0.635938520530696 0.00492590763914335 0.000327199850173835 APPBP2 downregulated
837 -0.81389690522292 0.00494706382636377 0.000329527534977571 MCEE downregulated
838 -0.688914173583795 0.00496125613344269 0.000330935418214539 TMEM30A downregulated
839 -0.608955326915042 0.00496636489311388 0.000331507692487721 CLCN3 downregulated
840 -0.446416020567814 0.00496710901455811 0.000331970040171911 WDFY1 downregulated
841 -0.529406663213269 0.00496710901455811 0.000332020431961792 PFKL downregulated
842 -0.632664122676179 0.00502900866693645 0.000336626879491015 TBCC downregulated
843 -0.745895515032171 0.00505345520653466 0.00033936955761011 FAM47E downregulated
844 -0.644737114456498 0.00505345520653466 0.000338800351653693 CFAP20 downregulated
845 -1.61249349822523 0.00508523885169514 0.000342287088139085 TCP11 downregulated
846 -0.369778700799271 0.00512467339953575 0.000345419183131902 SF3B3 downregulated
847 -0.630476087374354 0.00513678530280838 0.000346714451054237 VPS29 downregulated
848 -1.9085955260932 0.00514362474928499 0.000347415851475969 LOC642943 downregulated
849 -0.460022541524067 0.00518276814309372 0.000350301300866354 TMEM9B downregulated
850 -0.535171649092098 0.00520695709972355 0.000352664367030174 CIB1 downregulated
851 -0.688627560543007 0.0052143475072914 0.000353407974437221 NOP14-AS1 downregulated
852 -0.559560435898593 0.00522763057286707 0.000355039283301511 NDUFS4 downregulated
853 -0.567281637472307 0.00522763057286707 0.000354935919720478 NAE1 downregulated
854 -0.947349282843411 0.00524399250465312 0.000356394959762469 UFL1 downregulated
855 -0.633452494362205 0.0052447689923282 0.000356698391279195 GDI1 downregulated
856 -0.441170352128288 0.0052447689923282 0.000356936686188373 TRAP1 downregulated
857 -0.730510972743749 0.00525122581613686 0.000357620888331513 LINC00882 downregulated
858 -0.499365203573062 0.00525252521791209 0.000358015959778204 DOPEY1 downregulated
859 -0.537220178944747 0.00525252521791209 0.00035844389684535 NDUFAF1 downregulated
860 -0.339677013824097 0.00527047992932449 0.000360160517241864 DNAJC16 downregulated
861 -0.486339387247883 0.00528331060078465 0.000361283580448007 FAM214B downregulated
862 -0.525677031801913 0.0053041881197858 0.00036295847479819 SDHB downregulated
863 -0.415941852202332 0.00532081849812505 0.000365088557742044 PARK7 downregulated
864 -1.00828974938074 0.00534379928060778 0.000366914480041731 H3F3B downregulated
865 -0.695327579394579 0.00547333094044483 0.000377594266156638 NRBF2 downregulated
866 -0.565927632497872 0.0055126496321208 0.000381591605076185 SARAF downregulated
867 -0.512105740122155 0.0055126496321208 0.000381139734184047 C16orf70 downregulated
868 -0.745459033809657 0.0055126496321208 0.000381244374473398 C19orf48 downregulated
869 -1.87554999470549 0.00551930308456157 0.000382309438477532 LOC728084 downregulated
870 -0.658537748174868 0.0055213792209404 0.000383225360554713 DEGS1 downregulated
871 -0.680805867847626 0.0055213792209404 0.0003831493099906 SERINC3 downregulated
872 -0.61161142113584 0.00555620457400708 0.000386160491299331 ATP6V0B downregulated
873 -0.541739414076165 0.00558144768227738 0.000388175077702785 TMEM41B downregulated
874 -0.779724534384667 0.00561080049333667 0.000390478028087058 NEDD8 downregulated
875 -0.432364631103301 0.00564849889196406 0.000393891499668029 MTHFD1 downregulated
876 -1.92131929800093 0.00568407827478011 0.00039690249641638 SAMMSON downregulated
877 -0.286508314274823 0.00572287560450764 0.000401307099740308 FAF2 downregulated
878 -0.778860364930172 0.00572287560450764 0.000401478943960472 DUS4L downregulated
879 -0.554868579685303 0.00572287560450764 0.000400970632290619 USP51 downregulated
880 -0.409599116751724 0.00572444424048113 0.000401855825579853 MRPS18A downregulated
881 -0.451502561351277 0.00573764081272813 0.000403049676258858 DDX47 downregulated
882 -0.486194967001967 0.0057498374929278 0.000404174471604677 UNC50 downregulated
883 -0.620056410415181 0.0057542161879211 0.000404991938995568 MRPL55 downregulated
884 -0.524521457261788 0.0057542161879211 0.000406598087318558 UBR3 downregulated
885 -0.712968306267105 0.0057542161879211 0.0004065824235619 MAGED1 downregulated
886 -1.03942668369256 0.00577430999752532 0.00040831717085004 PYROXD1 downregulated
887 -0.623573857210153 0.00582879986604522 0.000412985400474933 ARL8A downregulated
888 -0.58085303917461 0.00584144572694632 0.000414873457417266 TRAM2-AS1 downregulated
889 -0.391645790272032 0.00590074152334929 0.000419457923046085 METTL6 downregulated
890 -0.571369220287555 0.0059182497880392 0.000420978379552875 UBXN8 downregulated
891 -1.2971025031229 0.00592048308287194 0.000421458317149325 RNF217-AS1 downregulated
892 -0.581806466641986 0.0059239059575121 0.00042248525217888 VAPA downregulated
893 -0.798780037471449 0.00595919451653212 0.000425835323443982 ADSS downregulated
894 -0.482528580219733 0.00598466643188406 0.00042821344207999 SMG8 downregulated
895 -0.493387063000565 0.00598596039117062 0.000428653492347889 CXorf40B downregulated
896 -0.548216345943724 0.00599923529252507 0.000430654097351821 MRPS22 downregulated
897 -0.720870136590953 0.0060387511667141 0.000434053712724241 LINC00672 downregulated
898 -2.03094591473596 0.00604587598311547 0.000435129469907719 OTOL1 downregulated
899 -0.7565822344047 0.00604587598311547 0.000435077874403975 PAXBP1-AS1 downregulated
900 -0.599267789449374 0.00604733772045575 0.000435516560765587 NCBP2-AS2 downregulated
901 -0.534289834209021 0.0060735639524345 0.000437688429145748 RPL15 downregulated
902 -0.331675992886022 0.00612120675897604 0.000442821100003892 MKRN2 downregulated
903 -0.53601164493819 0.00612120675897604 0.00044264625488908 AIG1 downregulated
904 -0.712716165972265 0.00612120675897604 0.000442833771031129 ACTR6 downregulated
905 -0.84848498702179 0.00616434734772726 0.000446529426111414 DYNC1I2 downregulated
906 -0.348589854434338 0.00620294745751298 0.000449903801048347 MPI downregulated
907 -0.503911529365224 0.00620353449226488 0.000450301807857546 SLU7 downregulated
908 -0.765543457770439 0.00620353449226488 0.000450524716307681 STAM downregulated
909 -0.461044383111939 0.00622398146211562 0.000452715199569743 DCAF8 downregulated
910 -0.500583360952285 0.00622398146211562 0.000452880019687805 VCPIP1 downregulated
911 -0.43165449054095 0.00624050481559436 0.00045437321222945 PSMD6 downregulated
912 -0.924381560582535 0.00624845596585532 0.000455534663245128 NDUFA5 downregulated
913 -2.10726412113761 0.00625465473476615 0.000456278127064234 LINC01549 downregulated
914 -0.439431185312155 0.0062705165257193 0.000457727538305897 DIEXF downregulated
915 -0.33071292724549 0.00627292008077525 0.000458195393025442 DNAJA3 downregulated
916 -0.665887818021223 0.00630053187469971 0.000461144965440087 SCRN3 downregulated
917 -0.664158763769155 0.00630053187469971 0.000461508234091002 PRKAA1 downregulated
918 -1.98677478668825 0.00630053187469971 0.000461240045970953 LINC01257 downregulated
919 -0.344621063006973 0.00633406053761494 0.000464728070023117 CIAO1 downregulated
920 -0.545836055674185 0.00633677546941263 0.000465321630977901 ZDHHC12 downregulated
921 -0.402647207748822 0.00639315591762909 0.000470927181936076 WDR77 downregulated
922 -0.459060776851658 0.00639315591762909 0.000471223261578349 BNIP1 downregulated
923 -0.761662887457565 0.00643391153312532 0.000475993998713393 PITHD1 downregulated
924 -0.896271696940177 0.00643391153312532 0.000476330724135804 AGPAT4 downregulated
925 -0.814439004689384 0.00643391153312532 0.000476012198602937 MPC1 downregulated
926 -0.724856519330347 0.00643391153312532 0.000476313875742696 MRPL42 downregulated
927 -0.80487002584169 0.0064479991253889 0.000477896732828432 EID2B downregulated
928 -0.362847634007709 0.0064740722203594 0.000480734491541161 RUVBL1 downregulated
929 -0.902249352484519 0.0064740722203594 0.000480708494562651 ZWINT downregulated
930 -0.418312586273674 0.00649622766862988 0.000483288088338847 ARPC1A downregulated
931 -0.578255638087931 0.00649622766862988 0.000483090019417985 RAB14 downregulated
932 -0.389975385755098 0.00650674604177995 0.000484373907086309 DHRS7 downregulated
933 -0.698882218853038 0.00651165079612375 0.000485042556854787 TOMM70 downregulated
934 -0.527625212132339 0.00656512599780094 0.000489637887310936 HMOX2 downregulated
935 -0.655944356142864 0.00660125969134726 0.000493707332678736 PAIP2 downregulated
936 -0.521653945186776 0.00660125969134726 0.000493871337557095 FANCF downregulated
937 -0.641667182767623 0.00661760170205657 0.000496019369640934 RBBP9 downregulated
938 -0.477831027000688 0.00662468916025418 0.000497573232161439 RAB3GAP2 downregulated
939 -0.332142319054862 0.00662468916025418 0.00049778035313217 RPAIN downregulated
940 -0.662557826237998 0.00662660820734748 0.000498238896119493 DCTN4 downregulated
941 -0.630713711209045 0.00663623552080296 0.000499581427590397 TMX3 downregulated
942 -0.407010115762069 0.00665358477171724 0.000501507787995468 CRLS1 downregulated
943 -0.744816508647413 0.0066689724186038 0.000503289346278822 NDFIP1 downregulated
944 -0.334824043341427 0.006710286275934 0.000506885005973623 NAA35 downregulated
945 -0.381234026760308 0.00671092424084818 0.000508332256158966 DNAJC8 downregulated
946 -0.730534090798833 0.00671092424084818 0.000508282114988624 PGK1 downregulated
947 -0.322593977713299 0.00677329321091063 0.000514003698660444 TRAPPC9 downregulated
948 -0.765053354644437 0.00677801320573674 0.000514909141750106 SLC30A9 downregulated
949 -0.625475673684704 0.00677801320573674 0.000515309725379044 ENY2 downregulated
950 -0.583095192144317 0.00686319975762037 0.00052353907466614 PDZD11 downregulated
951 -0.318428822186906 0.00686319975762037 0.000523705682339279 GPS1 downregulated
952 -1.55413552837454 0.00689737434280537 0.000526634930942768 TAC1 downregulated
953 -0.381293778692275 0.00690892546861245 0.000527838942947644 DIABLO downregulated
954 -0.889394608163905 0.00691746189527644 0.000528813569582499 ALG5 downregulated
