"","AZIN2_rna","SMG5_rna","HP1BP3_rna","ZBTB40_rna","NUP210L_rna","GPATCH3_rna","SNORA73B_rna","RAB42_rna","RNU11_rna","TSSK3_rna","SLFNL1_rna","FAAH_rna","DIO1_rna","SLC25A24_rna","HIPK1_rna","BNIPL_rna","S100A4_rna","PMVK_rna","IGSF8_rna","LHX4-AS1_rna","MAP10_rna","SNORA14B_rna","FH_rna","ZNF692_rna","COBLL1_rna","MDH1B_rna","NCOA1_rna","LYPD6_rna","PLA2R1_rna","KRTCAP3_rna","C2orf16_rna","DYNC2LI1_rna","EPCAM_rna","C2orf81_rna","LBX2_rna","RNU4ATAC_rna","ITGB5_rna","TFDP2_rna","XXYLT1_rna","ACAA1_rna","SPCS1_rna","NIT2_rna","EAF2_rna","FAM162A_rna","ACAD9_rna","TM4SF18_rna","NDUFB5_rna","HTR3E_rna","PPP1R2_rna","N4BP2_rna","SLAIN2_rna","USP53_rna","ABCA11P_rna","DANCR_rna","ANXA3_rna","CCNA2_rna","SIL1_rna","RNF180_rna","HMGCS1_rna","SREK1_rna","PDE4DIP","RP11.92G12.3","SMAP1","PHF20L1","ELF2","LRG_221","WBP4","RP11.505P4.7","PGM1","PKP4","CCNDBP1","WDR47","SNX7","PTTG1","DUT","SLC25A40","ATP6V1H","ACOT13","PDK1","C5orf28","OXSM","C16orf52","MLH1","LSM3","SPAG1","RP4.791C19.1","RP11.474G23.3","NDST4","ANAPC4","UTP23","MEGF10","LONP2","TIRAP","AUTS2","AGFG1","WDR11","DNAJC13","CTD.2021J15.1","RP11.527D7.1","DCAF10","ZNF669","LINC01023","LCORL","CTC.548K16.1","CCDC88A","SLC35G6","AC025166.1","METTL21B","PCK2","GPR113","MFAP1","ZC3H8","RPL36AP43","WDR43","SIK1","SRSF12","AC090952.5","MIS12","CHMP5","UBE4B"
"MDH1B_rna",-0.0407733629500371,-0.726549653375394,-0.641717955953722,-0.787400556147655,-0.773555059117365,-0.0570285337148624,-0.163222807823637,-0.679302246088906,-0.0829920617157738,-0.78865641157167,-0.753072722386622,-0.0848247795259934,-0.710116830166301,0.0997097335225771,-0.0476006750876759,-0.821505138735918,-0.685007885038561,-0.027098277372774,0.0893407590625747,-0.737556305506344,0.758197210497151,0.225916706012712,0.744078037851538,-0.784611203109928,-0.111487575072446,0.767664279050756,0.330575048861394,0.181034862302721,0.205671355557269,-0.76722967549733,0.649588206143419,0.809893433936368,-0.0613788828812382,-0.0879107393746996,-0.776612793996568,0.223544590358508,-0.691990075225326,-0.223337899744173,0.61597156597118,-0.128373613548813,0.77545841921556,0.80185581672818,0.0255969202789914,0.800319092441351,0.0629119099551366,-0.113901501787366,0.766869676205416,-0.748565751175625,0.738435899855764,0.0574647521740978,0.138839402681637,0.17875182177266,0.673805484062336,-0.0549639518904981,-0.107359965087698,-0.754475027245284,-0.294029270638282,0.294823118756565,0.790095442464933,-0.0135029626888566,-0.674364369198742,-0.240342869680709,-0.287990662769732,-0.298804234003087,-0.44475286364864,-0.212567760316851,-0.596826064340791,-0.282729980343264,-0.658477288651689,-0.436171449463519,-0.774564092405466,-0.390647651183787,-0.670574471615543,-0.733692961594221,-0.593627066091374,-0.282070058026544,-0.260232535685978,-0.141998849397991,-0.715377993838762,-0.287644320827898,-0.336374249267648,-0.818362045193903,-0.43105506055921,-0.290720459061133,-0.689900877496695,-0.639135578504815,-0.162402460647963,-0.422071755387754,-0.256072700376422,-0.271369031889283,-0.099783781387502,-0.639522363672127,-0.555297238166747,-0.384198290165274,-0.588413147282296,-0.588681746953803,-0.712920664497334,-0.179082781761968,-0.549088997819803,-0.505819114748623,-0.414784878214878,-0.175229655522155,-0.177952818489026,-0.536007415974056,-0.119285805870051,-0.632978976886016,-0.670400274256168,-0.601624929803064,-0.537499626446275,-0.0423791127448366,-0.599792070526446,-0.52630500217717,-0.702011066673078,-0.607422759489801,-0.558872061354249,-0.608067293265881,-0.220842198568724,-0.308369990715483,-0.290885879209897,-0.311646909465563
"NCOA1_rna",-0.724012944474171,-0.345094559429874,-0.247715738274304,-0.212336545866788,-0.308260788563148,-0.759126648878519,0.605011035526307,-0.20216871946694,0.674998024848579,-0.196622021398834,-0.187663110686875,-0.713076954784249,-0.120201214142205,0.609580405065056,0.72604515921725,-0.367311859587608,-0.182715126699502,-0.599864364676174,-0.643478285196953,-0.022083675889785,0.336069090359141,0.761897998673141,0.0248499698286879,-0.254423614470944,0.586148812077604,0.330575048861394,0.795998935972536,0.766168772108877,0.718962449800645,-0.165435413309838,0.0588748591756232,0.375305325191338,-0.673612357136437,-0.688080171083826,-0.281790250485301,0.703352315685354,-0.0100245778614761,0.536284956244252,-0.181002442661999,-0.756184175133486,0.283411441900924,0.166144399131948,0.737608742855341,0.198174842707788,-0.664840929603942,0.524881010566297,0.168699260781859,-0.11110039042949,0.034980920354055,0.625974674904055,0.71828637474331,0.705685759302028,0.090216081501903,0.686330006483906,0.565178941204116,-0.165518323869438,-0.755776843235924,0.756842612880462,0.216446254564506,0.648167143262874,-0.337902657546948,-0.687542008151611,-0.795082071200782,-0.658110817977239,-0.682033873259117,-0.683502087098831,-0.298494971931529,-0.676635195025895,-0.405722630515476,-0.743782101951105,-0.341197531575029,-0.662238746802471,-0.24205223966307,-0.409775981583065,-0.357364429823345,-0.713335989861445,-0.639849854326216,-0.656499613852491,-0.393413652404269,-0.674334775177113,-0.796959625170909,-0.231950505713118,-0.73987743610411,-0.720495671627627,-0.248445895810536,-0.321589371543414,-0.666878709248063,-0.00109326230169259,-0.702913923860749,-0.616963147278299,-0.59914384117985,-0.146681996885275,-0.143069441091294,-0.748049758491586,-0.255703451456303,-0.227704302554392,-0.316807894191417,-0.632120819059476,0.152025742186159,-0.0512923058853342,-0.758722776622695,-0.588063892906889,-0.735605210968536,-0.00212747736082888,-0.626816358198253,-0.262724639192449,-0.273549257173877,-0.276980476712604,-0.00721742763725189,-0.740689811286016,-0.0589440887911857,-0.118558373212773,-0.381709481628187,-0.317123537098201,-0.110884868924254,-0.264589117453728,-0.575889356321558,-0.641090578848663,-0.715675607683025,-0.740741853314937
"LYPD6_rna",-0.753428479341617,-0.205267525336324,-0.12119610584455,-0.0522497337732945,-0.156258936425683,-0.786862385109522,0.672517234651793,-0.0650632626654187,0.728749343905708,-0.0354309697931528,-0.0337402752809848,-0.732329877755701,0.0279431331723956,0.62012178030997,0.774795774774068,-0.208000155699654,-0.0433395609915523,-0.625690081090446,-0.696944095971823,0.137219268810426,0.18887919316321,0.753035143300801,-0.135725628963753,-0.0971692964853231,0.641401476585124,0.181034862302721,0.766168772108877,0.767296741135476,0.712233911808235,-0.00725701154930218,-0.0793432313602969,0.218942693401235,-0.695879490912253,-0.705339820707456,-0.127723332118433,0.691909601052715,0.140002182096668,0.613236133754986,-0.32459151741256,-0.768241700106346,0.129681412291073,0.000469850259872298,0.771045190627417,0.0345284466365563,-0.713686274129665,0.577418963949603,0.0107717803511141,0.0458905833707989,-0.123831377442797,0.646574274470669,0.726062770138567,0.704112040707236,-0.0516136232719556,0.73458247388581,0.618424647397922,-0.0101193462162352,-0.731770985384159,0.732720395930597,0.0559904398387116,0.685380812138495,-0.20904930428202,-0.671608410460799,-0.774468543697013,-0.62790137646959,-0.621335342324298,-0.67339790801711,-0.184427770450395,-0.650902632786634,-0.283912240438388,-0.688215953378513,-0.190717875738608,-0.61226514424272,-0.10895477823486,-0.271815199197582,-0.247106321193948,-0.689687787371404,-0.61706682954627,-0.660321251347068,-0.258572414551538,-0.647411346860519,-0.765918526667484,-0.0661645845978487,-0.685217981447486,-0.695344006141351,-0.111481675594562,-0.199538111157769,-0.666809974036505,0.0906794366696334,-0.684370857919067,-0.590546870347097,-0.609117208366586,-0.0152972818690449,-0.0298186224211557,-0.70401713307576,-0.141203791111477,-0.111665575823235,-0.178450299717814,-0.62658489527746,0.279530798551487,0.0560467948387352,-0.708599802519857,-0.581036516586976,-0.735787506926777,0.114379610021613,-0.63401000753943,-0.138900041692525,-0.14215529422172,-0.160731470934276,0.10934515887513,-0.770637873537373,0.068436153091772,-0.01031924683888,-0.249157567624364,-0.201735903384136,0.00484568395912635,-0.146283171950401,-0.558294216715118,-0.607899857835152,-0.69023306111523,-0.712107843338011
"PLA2R1_rna",-0.692250552445722,-0.225734256723215,-0.144322420057763,-0.0887296379354877,-0.183282568242496,-0.723719443213103,0.607548285400026,-0.0948559791696091,0.663220736205855,-0.0733889734483016,-0.0699933720371601,-0.675210857090883,-0.0112622939219921,0.573201759123569,0.707235843515587,-0.233165902186208,-0.075253394366834,-0.574533444496946,-0.633757869080072,0.0874095202214219,0.21236531802581,0.701499957841925,-0.0857028538655508,-0.129730806548059,0.581731779198214,0.205671355557269,0.718962449800645,0.712233911808235,0.663075551048255,-0.046469725629836,-0.0389614539148437,0.242586481057948,-0.640605666507736,-0.6506483622993,-0.157302899968916,0.645386344807982,0.0923237197616441,0.550127068355175,-0.265351694356059,-0.710366151860956,0.159036568411966,0.0420499806710194,0.707599594552644,0.0731676106245145,-0.650465331164969,0.522999034782835,0.0496705393082277,0.00318176532757077,-0.0751006680447825,0.595239337129363,0.672273818626904,0.654238750297158,-0.0123043866058234,0.670018608681286,0.560899433802727,-0.0484295819873099,-0.685557486410394,0.686468342578161,0.092295969353921,0.627102289149647,-0.226489704892325,-0.627662521853149,-0.724354667757481,-0.590661624956185,-0.592222523816148,-0.627860044837892,-0.199912028134323,-0.610896265653666,-0.294238929903458,-0.653039199148096,-0.214899044257258,-0.581106015313242,-0.134607236713407,-0.287062141853236,-0.257159020455635,-0.646388893398887,-0.578735240542903,-0.612219120051752,-0.273981238927425,-0.6079533510599,-0.719034229306381,-0.103082554177376,-0.650027520142073,-0.652018934203006,-0.137924973406123,-0.2159490122002,-0.619221767309788,0.0611543599270313,-0.640169260689144,-0.555021207304314,-0.56312550574065,-0.0472060140186013,-0.056135812666565,-0.664815329022229,-0.159882556141708,-0.132839736969148,-0.200462499777639,-0.58324170527086,0.227547928304802,0.0250843157800843,-0.670600585502593,-0.541319774543599,-0.683211743503761,0.0769497949279277,-0.586939338605324,-0.160085489873675,-0.165009592864835,-0.178455494784645,0.0722608275320084,-0.708097560009113,0.031555283973671,-0.0367697302932431,-0.264663518829119,-0.21631614645971,-0.024569143047806,-0.165555357617999,-0.522855494029472,-0.572836901481018,-0.647345936866572,-0.668460638754609
"KRTCAP3_rna",-0.137529149837638,0.718006227789985,0.648578079484797,0.818937960436257,0.779388458403981,-0.128377926558284,0.333547330209767,0.701719578011825,0.262304977506792,0.824295263701338,0.787125639448703,-0.0859557580233128,0.75655052389691,0.0433434972772959,0.235969737233552,0.817620197221045,0.712951293230834,-0.121352719665398,-0.261385749964044,0.811717080968501,-0.755352702073206,-0.0580685846294372,-0.818245751390003,0.805226062477357,0.271459213683039,-0.76722967549733,-0.165435413309838,-0.00725701154930218,-0.046469725629836,0.808422367889401,-0.704954618751586,-0.802735991727507,-0.101977080991463,-0.0762280555690435,0.789456798065445,-0.0702144917419006,0.764268106295957,0.382817619912203,-0.728238754437876,-0.0485775074406564,-0.787768508887839,-0.846612861239773,0.157777252850375,-0.83682687586747,-0.237490831978661,0.258672689725288,-0.807199793314828,0.801452642052012,-0.809437043616073,0.0942926082927213,0.0274165043767425,-0.0199905236165139,-0.723880710727759,0.234106593985131,0.26159347612068,0.794267951119351,0.135089201624307,-0.135699913643897,-0.820887061173931,0.178532754008402,0.661994369228831,0.0928186092920005,0.11847880633374,0.165027149460132,0.320716432942952,0.0630603683956374,0.586018598501584,0.142540411927669,0.627274909953929,0.295624673630482,0.772194728803063,0.265757613937809,0.681983366319189,0.709598902785445,0.567617603278565,0.132547415810958,0.126893942206534,-0.00832313218451572,0.693433151264672,0.148566547730496,0.171619100723948,0.848296815101098,0.290940548815128,0.140326169554244,0.70178557043604,0.627073944021342,0.011666972165246,0.467424066222118,0.106369695258982,0.145009992511176,-0.040627695903178,0.671641787004122,0.579223133680216,0.236955962561349,0.587494975259567,0.594858416245937,0.710042233901957,0.0389219503049188,0.646813327497986,0.547556839701809,0.26815570402161,0.0457703905700681,0.0115547361383502,0.593415786121034,-0.0260007748823834,0.635106756688184,0.673841818530588,0.596765598046886,0.593784823720282,-0.13995834774159,0.649757785093906,0.553282242334546,0.681574827154587,0.593059788670192,0.59130644285218,0.607031471748612,0.0993862319369791,0.17992220589902,0.141725853345228,0.158405598339944
"C2orf16_rna",0.204195168198145,-0.60390949789338,-0.552685347020369,-0.709110864511215,-0.662969563615987,0.199939344483427,-0.366287207260666,-0.605346645071602,-0.310370605559071,-0.715665906195108,-0.683405049974536,0.156814882120137,-0.663600270441709,-0.107084232736638,-0.29252122832146,-0.690568866506632,-0.617577837690991,0.175809237774508,0.306016634274704,-0.723963618603393,0.638343506548343,-0.0333914654148962,0.729496462247429,-0.692124313702358,-0.308608860937862,0.649588206143419,0.0588748591756232,-0.0793432313602969,-0.0389614539148437,-0.704954618751586,0.624295757511766,0.676352852516592,0.166731577263463,0.145308657974591,-0.674945749754275,-0.0159624388283711,-0.682850694440035,-0.402681405738227,0.672008337606436,0.128193128262924,0.673253202507809,0.739053372574457,-0.223839204614766,0.726706971734496,0.287025492399293,-0.290301548058803,0.703494822763543,-0.704804566427472,0.720478178401671,-0.154517344330547,-0.105009423464051,-0.0611712848267501,0.63772214890689,-0.286404335310853,-0.297430259411218,-0.692277981662884,-0.0362231198024637,0.0366502665364812,0.710394760210422,-0.232393523391848,-0.554588012825097,-0.0060381911364536,-0.0169542528075715,-0.0739578009912426,-0.210610084673162,0.02014102421853,-0.491009331569264,-0.0517581479208597,-0.515917974029824,-0.181236504569504,-0.652841537763819,-0.163643010323029,-0.58321557212603,-0.589138858173774,-0.46794610471845,-0.0387032415532419,-0.0418767528933705,0.0809997206175018,-0.576504642533561,-0.0574089033711559,-0.0643012550251968,-0.733187813838877,-0.177481955492241,-0.0448626204961151,-0.600221034811274,-0.525164002312065,0.0642726077780886,-0.418193826733018,-0.0164434001137371,-0.0606536390612184,0.103484492722229,-0.584645300792554,-0.502340920590272,-0.128253423835286,-0.497124753190272,-0.506851476482316,-0.599951304560114,0.0359869435642041,-0.595891089531388,-0.484283763202778,-0.154979555242293,0.024922079644524,0.0720728348386109,-0.530832938710687,0.0934945758176983,-0.538947802505499,-0.57240060607119,-0.503037626408982,-0.530592951831165,0.208237548568609,-0.574890168695375,-0.481871490152921,-0.567203436906135,-0.49522371780647,-0.516760555307413,-0.513613230946339,-0.0244248361982558,-0.0891948416726393,-0.0466552694525546,-0.058774333794377
"DYNC2LI1_rna",-0.071706340114873,-0.767825772894966,-0.675856366413952,-0.825568433314829,-0.815099035550191,-0.0899974451517533,-0.144776936270391,-0.713001160922573,-0.0586935339712012,-0.826233223671546,-0.788950540654949,-0.116966516847423,-0.74164315590748,0.128206852723024,-0.0199011124978158,-0.867246423798715,-0.718130849970601,-0.0524763094427328,0.066560502223831,-0.766127528818301,0.800294264785176,0.265335139265219,0.773006310472808,-0.824383628596363,-0.0918665278865234,0.809893433936368,0.375305325191338,0.218942693401235,0.242586481057948,-0.802735991727507,0.676352852516592,0.855523652779204,-0.0910381822347111,-0.119153115877695,-0.817196499513555,0.260496402779884,-0.718361840082374,-0.209938703383979,0.631733134674996,-0.163900017074079,0.816064649266401,0.838690157959057,0.0565125940394142,0.838396570378759,0.0382724331066647,-0.0968591929663184,0.80249503366078,-0.781165150270019,0.767563900631091,0.0850425594950147,0.173219422464557,0.214117696852289,0.702751611300924,-0.0291535551628633,-0.0884356561465862,-0.78950613431074,-0.335754816142192,0.336621733069725,0.828531336907587,0.0123132787997333,-0.71339033506768,-0.27728290555208,-0.331085864878768,-0.336742602252869,-0.489139020530719,-0.248301560112928,-0.631342263622103,-0.320817513657688,-0.699661399772566,-0.482743291431541,-0.817483532711381,-0.432199782362371,-0.705565626099472,-0.777863905476125,-0.630413997371771,-0.32162329609215,-0.295982026624732,-0.173988177738511,-0.758197233639285,-0.325822825633138,-0.381361136354491,-0.858488198477728,-0.477276353375494,-0.330889038827318,-0.725876846406497,-0.676177196365346,-0.195578875786245,-0.437953010011655,-0.294227219598466,-0.306606924843874,-0.12785983679747,-0.669475282425628,-0.581943175312847,-0.428993325080265,-0.620875861175109,-0.620017457957658,-0.752536643374335,-0.211473508816673,-0.563517798733249,-0.526881361163971,-0.461161019252251,-0.205686598615739,-0.214503780753467,-0.556205732704769,-0.149217426943105,-0.667399016511791,-0.706664026678792,-0.635447459605367,-0.557960642855827,-0.0740496092626931,-0.624691092025907,-0.550867675143496,-0.743853435121949,-0.643093094771254,-0.584345075399601,-0.641628322658917,-0.2525161789886,-0.345976068899897,-0.330864916868664,-0.353422908831589
"EPCAM_rna",0.702728618401596,0.0899973450352844,0.0229681296252778,-0.0625271749603922,0.0372446673525905,0.731864109241562,-0.655569983032232,-0.0351480540327612,-0.697072071530419,-0.0785213348629926,-0.0750650828383249,0.676640903172137,-0.126979452427589,-0.569011560030135,-0.735354434444087,0.0791013496838807,-0.0563857572821735,0.58454497876004,0.668063296697821,-0.233631997485891,-0.0700980843495578,-0.67610340869616,0.233152257187724,-0.0198900579835315,-0.618972664251879,-0.0613788828812382,-0.673612357136437,-0.695879490912253,-0.640605666507736,-0.101977080991463,0.166731577263463,-0.0910381822347111,0.645688489769514,0.650822311897598,0.00997667357168624,-0.61895842918651,-0.2297872165148,-0.608348060319548,0.392591494606016,0.704236046714742,-0.0119817200849047,0.113269966965405,-0.721447243193042,0.0810239455351086,0.680059446873289,-0.559146969940565,0.0986208032352698,-0.149309386708761,0.221166998890562,-0.59987780846377,-0.663087570494788,-0.636785483916143,0.144089419045861,-0.698582754698602,-0.596780323742951,-0.0974766457294205,0.646447876860804,-0.647228109399086,0.0593916455636987,-0.646434772841874,0.100954098897769,0.597485373939579,0.687456239871415,0.548093605545164,0.52122193371838,0.60310699572988,0.0887962152307039,0.572003079853552,0.173606829948725,0.585332206123709,0.0695061482593262,0.520365183861321,0.00736443795112398,0.151564593949037,0.148191660322282,0.608569532449699,0.543374873573347,0.600817373645639,0.141708575183597,0.568023030258893,0.672554641597628,-0.0538325702905332,0.583238525868345,0.612661819633647,0.00699999435617456,0.0970057648991698,0.60402580067589,-0.14512765548461,0.607256292495173,0.516856701032459,0.558652555812783,-0.0763058793935029,-0.0507062379319429,0.607561708755179,0.0493421974118932,0.0215268955875106,0.0667116414203641,0.563833403647151,-0.340732527516504,-0.124436015098832,0.607533661294923,0.521546934550402,0.666685835400045,-0.183572182220732,0.579295703266952,0.0408558770505557,0.0386103148496236,0.0658321063717051,-0.179049485585154,0.718684313507687,-0.149413125882206,-0.0649316915359621,0.134750595323492,0.103569749435478,-0.0838108826726356,0.0513315867310312,0.493692130155994,0.527928006204457,0.607832119610536,0.625458637083131
"C2orf81_rna",0.707426180816225,0.115258202660073,0.0450138189822675,-0.0359031266377939,0.0638644450428108,0.737254342033703,-0.653072047612954,-0.0120907290690748,-0.697512007818209,-0.051929546186943,-0.0496735062513118,0.682721758938827,-0.103300423341722,-0.575095281300487,-0.737184231559991,0.107557122217061,-0.033233223172092,0.58821943763433,0.668149820116696,-0.209516323035032,-0.0963472914702031,-0.687005093179515,0.208811376026826,0.00683908061327115,-0.6180712923662,-0.0879107393746996,-0.688080171083826,-0.705339820707456,-0.6506483622993,-0.0762280555690435,0.145308657974591,-0.119153115877695,0.650822311897598,0.65688728489978,0.0365727896284571,-0.629510369121991,-0.207211189819814,-0.603573034845088,0.373379609818329,0.711935389991723,-0.0385477989740708,0.0863903059089329,-0.725713985673659,0.0540452228704864,0.681105861139169,-0.557881821504444,0.0728683060859957,-0.124420924480325,0.196962653898526,-0.604662455988022,-0.670951247875466,-0.645889951453405,0.12173216415981,-0.699987959434006,-0.595915726682714,-0.0721424919615107,0.659538633764867,-0.66034967277343,0.032660729264768,-0.64901219954303,0.124482465411403,0.608510628559773,0.70053335117839,0.560885212978845,0.538876597683807,0.613209161550058,0.109616707405232,0.584357578240456,0.196933639298387,0.602994903710209,0.0963120892701668,0.536166184240666,0.0303232569702776,0.177359093771248,0.169182023411496,0.621073378051343,0.554825688643262,0.60849631314095,0.166830625806547,0.580526818713299,0.687215733913169,-0.026109200030194,0.600716472185284,0.62548062582633,0.0306177907736797,0.11931124119819,0.612417339695164,-0.131381027643711,0.618865220981698,0.528563559340486,0.564690108428166,-0.0548019581774118,-0.0319612793269049,0.623552162682691,0.0696896040159666,0.0417527184185564,0.0913971082675812,0.572606220934915,-0.323563283175181,-0.107729131611142,0.624569613646263,0.529989230855196,0.675903556676719,-0.166111296897464,0.586096998453044,0.0626869108666783,0.0617100727887216,0.0867086925900352,-0.161516325460694,0.723511781309451,-0.129611114696641,-0.0472447359511085,0.159382974350783,0.124821953017934,-0.0650993479990766,0.0723602407333765,0.50356278084817,0.540951824620486,0.620633875316579,0.639052993747659
"LBX2_rna",-0.015642380416414,0.732423856201517,0.651503417120008,0.806785336633491,0.784573498285544,-0.00146174148890273,0.219507480370998,0.694497095486314,0.141195305738575,0.809364877712521,0.772853877468968,0.0313308428417633,0.733340345432154,-0.0552401017152184,0.108274895856978,0.829989950377484,0.702033709695063,-0.0199533800022479,-0.145299876589101,0.769952667598298,-0.766264630760415,-0.175028708569363,-0.776553814767327,0.800477454136115,0.163856108303741,-0.776612793996568,-0.281790250485301,-0.127723332118433,-0.157302899968916,0.789456798065445,-0.674945749754275,-0.817196499513555,0.00997667357168624,0.0365727896284571,0.789904594182972,-0.177261382270344,0.723246242947073,0.276873480835063,-0.659088870205011,0.0734260801915524,-0.78856617625918,-0.825630251204366,0.0326168993051956,-0.821442901243361,-0.119366783571112,0.161447969952495,-0.788817279530823,0.774303694290046,-0.769834399050169,-0.00971745813634045,-0.0874287244053139,-0.13020522201006,-0.697761220233266,0.112781077728479,0.157848534900316,0.776104484717286,0.246790216231987,-0.247535020652604,-0.809274134768033,0.066325721234199,0.678399726147952,0.196111220917197,0.237306546731174,0.259651502837866,0.410436150284683,0.167374484323103,0.600442186760397,0.241340672833706,0.656314952627441,0.396484511537672,0.782976879338395,0.35541807332114,0.682153086447619,0.734689335952857,0.592354187177984,0.237694646769794,0.22076314082092,0.0957102711262738,0.716843405128416,0.24666797343254,0.287780793002596,0.837601912149702,0.391445498016103,0.246169293911636,0.701860100783233,0.64285231874032,0.116223454647633,0.441540464254271,0.211331990318111,0.234258721495899,0.0561580402587728,0.657342369681528,0.569505582261126,0.341759493474086,0.595085470244746,0.597621295486512,0.720441300100965,0.136475724066469,0.586773787075571,0.525125724155166,0.372903813660618,0.135991980373125,0.126959774270717,0.560672062820786,0.0743352173742306,0.641150844970113,0.679434353239357,0.607195977115134,0.561823519816551,-0.0153052211484953,0.622836728643124,0.541143870995757,0.7037996600855,0.610029717141807,0.575837878722398,0.61493472825251,0.184698405657581,0.271031135159315,0.246730540038683,0.266434942950058
"RNU4ATAC_rna",-0.668010059553557,-0.241501219094601,-0.160283920704945,-0.111581414750545,-0.202179057881362,-0.6988549687946,0.579669151120536,-0.113893686270466,0.635945996062511,-0.0968496000624994,-0.0923985877567304,-0.653062329833442,-0.0344132766111234,0.555318683752659,0.679508359930217,-0.251809488173028,-0.0952052011948323,-0.55419130427256,-0.607361720558312,0.0596998110455485,0.229676872428928,0.683062038969829,-0.0578397996880624,-0.15097412735365,0.556524114788703,0.223544590358508,0.703352315685354,0.691909601052715,0.645386344807982,-0.0702144917419006,-0.0159624388283711,0.260496402779884,-0.61895842918651,-0.629510369121991,-0.177261382270344,0.628944315804084,0.0659445770609119,0.522375793457226,-0.235098316758751,-0.688363172991018,0.178892642634488,0.0671073252040417,0.682287945451805,0.0970234826400001,-0.624328600434715,0.499882706355706,0.0732850182341046,-0.021779282202775,-0.0478168460704803,0.575139467906031,0.652026516862024,0.635982849682795,0.0105127947898569,0.643422736996634,0.536598963809558,-0.0716785874051311,-0.66996950870963,0.670873035220383,0.115105330763475,0.603469114746606,-0.240496811005214,-0.612433274284596,-0.707131882881903,-0.578740580161207,-0.585087515417473,-0.611701693729988,-0.212328413629948,-0.597693639197778,-0.305213971291104,-0.643370894746239,-0.232660106835109,-0.57258635846842,-0.151885614715521,-0.300798780267477,-0.26735271890545,-0.631852142636488,-0.56597501630993,-0.594296998369763,-0.287593663117533,-0.595022626371709,-0.703613905337592,-0.126431229674661,-0.640300759835967,-0.637561120909053,-0.155722094112679,-0.229176651968406,-0.601717901232584,0.0448856550191057,-0.624999659596797,-0.543507329415999,-0.54561742409117,-0.0666852059668252,-0.0724895899484802,-0.652986755025251,-0.173499691249512,-0.147465605371488,-0.21671148286824,-0.567621670029143,0.200911919967651,0.00736977301537749,-0.659573228916028,-0.527121786742562,-0.663858144735392,0.0563158073856774,-0.569198052569356,-0.175174173650011,-0.181158162803721,-0.191824429624197,0.051750675581505,-0.683324467953654,0.0104827225364428,-0.0528773097707257,-0.278176813178737,-0.228477727099769,-0.0422086350664385,-0.179615041724823,-0.510853951889199,-0.561892335507834,-0.633066382195971,-0.654089455062878
"ITGB5_rna",-0.274474578378543,0.640731926647664,0.59106937285313,0.7656149600501,0.708248251765864,-0.27220734046068,0.444635534198732,0.652144615207079,0.387925768974864,0.773908298463955,0.739028559688149,-0.221590715962492,0.721878238674289,0.159753841742035,0.371797818810762,0.734553290133807,0.666940511259171,-0.234702295580669,-0.380967034099957,0.795044059673749,-0.679239832368543,0.0891485721414061,-0.800941455471162,0.744029949309028,0.379875694910531,-0.691990075225326,-0.0100245778614761,0.140002182096668,0.0923237197616441,0.764268106295957,-0.682850694440035,-0.718361840082374,-0.2297872165148,-0.207211189819814,0.723246242947073,0.0659445770609119,0.750637814472542,0.479951911902295,-0.751848333352954,-0.193063966796745,-0.721272449333458,-0.801737534793381,0.297023743243148,-0.785949754973763,-0.361540918837956,0.355518092402995,-0.762437411183207,0.767840543634358,-0.790321936147399,0.213071285140488,0.164948514438683,0.115847503724217,-0.695467627389763,0.362335638413877,0.366133644372332,0.750314545234492,-0.0121319391096221,0.0117352688180283,-0.766744911522625,0.300283485192672,0.58695916183853,-0.0406501688380108,-0.0360367839268529,0.0361049403710338,0.184815205021321,-0.0691767581125774,0.519715504036886,0.0104048584964118,0.539746143509334,0.148248556247426,0.694838965400322,0.134499889223576,0.625050761778475,0.620030844684879,0.490290036223878,-0.00648373513010325,0.0020629002358058,-0.134280985258689,0.60725517594403,0.0167805138285538,0.0159290531420208,0.790757177168071,0.144386088526733,-0.000199182161810862,0.64332174282556,0.55570663394041,-0.116590413101287,0.460055353816482,-0.0302589054347668,0.0242970491727303,-0.1550752189022,0.633184086472651,0.542874669840998,0.0896587414166709,0.529387679248097,0.542015778469804,0.638322554903698,-0.0830773584043241,0.666104784749119,0.529319793114193,0.118330821725296,-0.0678723645198095,-0.129900333644325,0.583918843452391,-0.145987013365686,0.574921803538404,0.610984682665649,0.53442991865863,0.583304668716727,-0.28006948081953,0.628485921286873,0.522038592593377,0.597826333261555,0.523071110487973,0.560954190707302,0.546918414209138,-0.0127394617363963,0.0540407299236151,0.00210479190016469,0.0137149343548155
