ID	adj.P.Val	P.Value	t	B	logFC	FC	Gene.symbol	Gene.title
10025931867	0,0222	0,0139	2,4790578	-4,2687467	0,0138	1,009611326046	ZNF497	zinc finger protein 497
10025906067	0,0271	0,0172	2,4003181	-4,4559739	0,0125	1,0087019837904	ZNF280A	zinc finger protein 280A
10025931658	0,0161	0,00984	-2,602893	-3,9627233	-0,012	-1,0083524548946	ZC3H12D	zinc finger CCCH-type containing 12D
10025926694	0,0382	0,025	-2,2568214	-4,7823674	-0,0128	-1,00891175928126	ZNF517	zinc finger protein 517
10023839280	0,0228	0,0143	-2,4680107	-4,2953603	-0,0133	-1,00926148205079	ZFP91	zinc finger protein 91 homolog (mouse)
10025907290	0,0262	0,0166	-2,4127091	-4,4268913	-0,0134	-1,00933144115043	ZBTB9	zinc finger and BTB domain containing 9
10025920296	0,00784	0,00455	-2,8650448	-3,2687087	-0,0134	-1,00933144115043	ZNF623	zinc finger protein 623
10023830512	0,0335	0,0216	-2,3130118	-4,6568449	-0,0135	-1,00940140509944	ZCCHC3	zinc finger, CCHC domain containing 3
10025904406	0,0121	0,00728	-2,7079458	-3,6921016	-0,0139	-1,00968130939582	ZDHHC16	zinc finger, DHHC-type containing 16
10025911491	0,0229	0,0144	-2,4662578	-4,299573	-0,0153	-1,010661585806	ZNF80	zinc finger protein 80
10025907555	0,0134	0,00806	-2,6725463	-3,7844171	-0,0159	-1,01108199555891	ZKSCAN4	zinc finger with KRAB and SCAN domains 4
10025908381	0,000863	0,000434	-3,5698853	-1,099916	-0,0172	-1,01199348338902	ZNF26	zinc finger protein 26
10023807557	0,0205	0,0128	-2,5095948	-4,1945938	-0,0173	-1,01206363186313	IKZF3	IKAROS family zinc finger 3 (Aiolos)
10025933640	0,0444	0,0294	-2,1921611	-4,9231536	-0,0182	-1,01269518698262	ZNF391	zinc finger protein 391
10023825080	0,00273	0,00147	-3,2189469	-2,2340414	-0,0183	-1,0127653840968	ZNF689	zinc finger protein 689
10025921316	0,00658	0,00377	-2,9261762	-3,097945	-0,0198	-1,01381892490185	ZNF718///ZNF595	zinc finger protein 718///zinc finger protein 595
10025908045	0,00169	0,000888	-3,3675225	-1,7668493	-0,02	-1,01395947979003	MIZF	MBD2-interacting zinc finger
10025909905	0,00171	0,000899	-3,3640484	-1,7779919	-0,02	-1,01395947979003	ZNF79	zinc finger protein 79
10025903352	0,0374	0,0244	-2,2662594	-4,7614901	-0,0205	-1,01431095226936	ZNF684	zinc finger protein 684
10023843837	0,0198	0,0123	-2,5234414	-4,1606871	-0,0206	-1,01438126138374	ZNF289	zinc finger protein 289, ID1 regulated
10023825956	0,0338	0,0218	-2,3087373	-4,666497	-0,0206	-1,01438126138374	ZNF320	zinc finger protein 320
10023817297	0,00829	0,00484	-2,84524	-3,3233112	-0,0208	-1,01452189423371	ZNF629	zinc finger protein 629
10025929522	0,000256	0,00012	-3,9120477	0,1064056	-0,0214	-1,01494390977765	RC3H1	ring finger and CCCH-type zinc finger domains 1
10025910935	0,0288	0,0183	-2,3755515	-4,5136762	-0,0215	-1,01501426276682	ZNF747	zinc finger protein 747
10025912997	0,00188	0,000993	-3,3352255	-1,8700358	-0,0221	-1,01543648312367	ZNF157	zinc finger protein 157
10023826923	0,0363	0,0236	-2,2788375	-4,7335375	-0,0223	-1,01557726226857	ZNF704	zinc finger protein 704
10025910454	0,000411	0,000199	-3,7807572	-0,3680056	-0,0237	-1,01656326292408	ZNF134	zinc finger protein 134
10025907827	0,00114	0,000585	-3,4869488	-1,377488	-0,0238	-1,01663372816214	ZNF167	zinc finger protein 167
10025911593	0,000439	0,000213	-3,7625174	-0,4327848	-0,0238	-1,01663372816214	ZNF337	zinc finger protein 337
10023826533	0,00457	0,00256	-3,0498951	-2,7421345	-0,0239	-1,01670419828466	ZNF208	zinc finger protein 208
10031920538	0,00496	0,00279	-3,0225579	-2,8219275	-0,0239	-1,01670419828466	ZNF780B	zinc finger protein 780B
10025903711	0,0102	0,00603	-2,7718214	-3,5226451	-0,0241	-1,01684515318438	ZNF415	zinc finger protein 415
10025912616	0,0159	0,0097	-2,6079736	-3,9498675	-0,0242	-1,01691563796227	ZNF585B	zinc finger protein 585B
10025911508	0,000157	7,19E-05	-4,043082	0,5939938	-0,0246	-1,01719762593522	ZNF20	zinc finger protein 20
10025910617	0,00542	0,00307	-2,9925865	-2,9086462	-0,025	-1,01747969210269	ZNF645	zinc finger protein 645
10025906893	0,00587	0,00334	-2,965336	-2,9867984	-0,0251	-1,01755022086498	ZNF549	zinc finger protein 549
10025909243	0,000165	7,61E-05	-4,028666	0,5396666	-0,0258	-1,01804405910787	ZNF71	zinc finger protein 71
10025927880	0,013	0,0078	-2,6840486	-3,7545464	-0,0262	-1,01832635998898	ZNF806	zinc finger protein 806
10025912792	0,000134	6,09E-05	-4,0846105	0,7514342	-0,0264	-1,01846753978365	ZNF23	zinc finger protein 23 (KOX 16)
10023810420	0,00491	0,00276	-3,02544	-2,8135464	-0,0264	-1,01846753978365	ZNF594	zinc finger protein 594
10025905952	1,64E-09	4,49E-10	-6,5149583	12,1727203	-0,0268	-1,01874995809481	ZNF677	zinc finger protein 677
10025910467	0,000222	0,000104	-3,9497464	0,2452496	-0,027	-1,01889119661672	ZNF485	zinc finger protein 485
10025934441	2,67E-05	1,12E-05	-4,4902223	2,3613367	-0,0272	-1,01903245471981	ZNF324B	zinc finger protein 324B
10031920835	0,00335	0,00183	-3,1525824	-2,4365013	-0,0273	-1,01910309111514	ZCCHC4	zinc finger, CCHC domain containing 4
10025931319	0,000164	7,54E-05	-4,0311972	0,5491935	-0,0277	-1,01938568566298	ZNF662	zinc finger protein 662
10025911042	0,0373	0,0243	-2,2674896	-4,7587628	-0,0278	-1,01945634654326	ZFP28	zinc finger protein 28 homolog (mouse)
10025912492	0,000125	5,69E-05	-4,1016312	0,8163643	-0,0279	-1,01952701232155	ZNF117	zinc finger protein 117
10025909947	0,00713	0,00411	-2,8982092	-3,1764836	-0,028	-1,01959768299819	ZRANB2	zinc finger, RAN-binding domain containing 2
10025909381	0,0262	0,0166	-2,4127457	-4,4268051	-0,0284	-1,01988041469503	ZNF230	zinc finger protein 230
10025912521	0,000886	0,000447	-3,5619973	-1,1265672	-0,0285	-1,0199511098685	ZSCAN10	zinc finger and SCAN domain containing 10
10025903018	0,00707	0,00408	-2,9009717	-3,1687569	-0,0287	-1,02009251491695	ZNF567	zinc finger protein 567
10025908321	0,000576	0,000284	-3,6862269	-0,7007243	-0,0288	-1,0201632247926	ZNF396	zinc finger protein 396
10025931536	0,000772	0,000386	-3,6020902	-0,9905579	-0,0291	-1,02037538382934	ZNF137	zinc finger protein 137
10025907735	1,3E-05	5,28E-06	-4,6626961	3,084678	-0,0292	-1,02044611331265	ZNF174	zinc finger protein 174
10025912157	0,0004	0,000193	-3,7886977	-0,3397185	-0,0292	-1,02044611331265	ZNF75A	zinc finger protein 75a
10025910137	0,0459	0,0304	-2,1782871	-4,9528505	-0,0294	-1,02058758698791	ZNF791	zinc finger protein 791
10025929497	0,000103	4,62E-05	-4,1530734	1,01402	-0,0295	-1,02065833118053	ZMYND17	zinc finger, MYND-type containing 17
10025910608	0,000116	5,26E-05	-4,1208275	0,8898737	-0,0295	-1,02065833118053	ZNF354B	zinc finger protein 354B
10025906043	0,000186	8,62E-05	-3,9973806	0,4223471	-0,0298	-1,02087059318246	ZNF595	zinc finger protein 595
10025906985	1,76E-06	6,48E-07	-5,1183173	5,1024282	-0,0301	-1,02108289932762	ZNF546	zinc finger protein 546
10025911098	0,000367	0,000177	-3,8122124	-0,2556425	-0,0302	-1,02115367785386	ZNF70	zinc finger protein 70
10023848512	5,76E-05	2,52E-05	-4,3002238	1,5910689	-0,0307	-1,02150764408436	ZFP2	zinc finger protein 2 homolog (mouse)
10025926600	2,92E-07	9,93E-08	-5,501941	6,9166246	-0,031	-1,0217200827143	ZNF416	zinc finger protein 416
10025902568	0,00774	0,00449	-2,8694492	-3,2565175	-0,0319	-1,02235766372068	ZNF610	zinc finger protein 610
10023825148	1,9E-05	7,85E-06	-4,5726483	2,704191	-0,0326	-1,02285383511537	ZNF18	zinc finger protein 18
10023840715	3,49E-05	1,49E-05	-4,4251241	2,0942583	-0,0329	-1,02306655370698	ZDHHC14	zinc finger, DHHC-type containing 14
10025903667	0,0328	0,0211	-2,3212256	-4,6382493	-0,0333	-1,02335024731233	FEZF2	FEZ family zinc finger 2
10023805265	3,1E-06	1,17E-06	-4,9922201	4,528791	-0,0333	-1,02335024731233	ZCCHC10	zinc finger, CCHC domain containing 10
10031919992	0,00164	0,000859	-3,377316	-1,7353814	-0,0335	-1,02349212361395	ZNF527	zinc finger protein 527
10023842025	0,000311	0,000148	-3,8584754	-0,0888939	-0,0336	-1,02356306914069	ZXDB	zinc finger, X-linked, duplicated B
10023824077	0,0466	0,0309	-2,1716236	-4,9670492	-0,0341	-1,02391787054729	ZBTB41	zinc finger and BTB domain containing 41
10025904398	9,84E-05	4,41E-05	-4,1641582	1,0568887	-0,0344	-1,02413081042185	CTCFL	CCCTC-binding factor (zinc finger protein)-like
10025903453	0,000449	0,000219	-3,7560199	-0,4557942	-0,0345	-1,02420180022052	ZMYM2	zinc finger, MYM-type 2
10025909497	0,000193	8,95E-05	-3,9877042	0,3862218	-0,0347	-1,02434379458062	ZSCAN4	zinc finger and SCAN domain containing 4
10025905217	0,00194	0,00102	-3,3261947	-1,8987271	-0,0349	-1,02448580862668	ZNF582	zinc finger protein 582
10025910718	7,89E-06	3,12E-06	-4,7800084	3,5895505	-0,0352	-1,02469886661293	ZBED4	zinc finger, BED-type containing 4
10025909042	1,27E-06	4,6E-07	-5,1899114	5,4331871	-0,0355	-1,02491196890794	ZBTB26	zinc finger and BTB domain containing 26
10023832445	6,05E-06	2,36E-06	-4,8411718	3,8568538	-0,0357	-1,02505406172515	ZMYND19	zinc finger, MYND-type containing 19
10025909294	6,7E-07	2,36E-07	-5,3272406	6,0777543	-0,0358	-1,02512511552094	ZNF529	zinc finger protein 529
10025910701	2,06E-05	8,57E-06	-4,5524043	2,6195025	-0,0359	-1,02519617424197	ZNF221	zinc finger protein 221
10025905428	0,000147	6,74E-05	-4,0590788	0,6544748	-0,036	-1,02526723788859	ZNF436	zinc finger protein 436
10025911483	0,000956	0,000484	-3,539758	-1,201423	-0,0369	-1,02590703241588	ZXDA	zinc finger, X-linked, duplicated A
10025903155	0,001	0,00051	-3,5252256	-1,2501107	-0,0371	-1,02604926318774	ZBTB3	zinc finger and BTB domain containing 3
10025913219	7,92E-06	3,13E-06	-4,7789793	3,585077	-0,0376	-1,02640492639287	ZCRB1	zinc finger CCHC-type and RNA binding motif 1
10023828951	0,000137	6,26E-05	-4,0775271	0,7244815	-0,0379	-1,02661838348993	ZNF484	zinc finger protein 484
10025907447	6,09E-10	1,61E-10	-6,6957287	13,1762152	-0,0389	-1,0273302278059	ZNF619	zinc finger protein 619
10025921977	1,87E-08	5,69E-09	-6,052891	9,6952995	-0,039	-1,02740143937896	ZNF793	zinc finger protein 793
10025908720	4,33E-05	1,86E-05	-4,3717295	1,877653	-0,0392	-1,02754387733398	ZFP161	zinc finger protein 161 homolog (mouse)
10025903241	1,29E-09	3,51E-10	-6,5588005	12,4143752	-0,0395	-1,02775757129386	ZKSCAN3	zinc finger with KRAB and SCAN domains 3
10025907663	1,5E-07	4,95E-08	-5,6394716	7,5915962	-0,0398	-1,02797130969477	RC3H2	ring finger and CCCH-type zinc finger domains 2
10023839061	2,04E-05	8,45E-06	-4,5557131	2,6333232	-0,0398	-1,02797130969477	ZNHIT4	zinc finger, HIT type 4
10025906548	1,67E-06	6,14E-07	-5,1297512	5,1550074	-0,0403	-1,0283276391459	ZNF287	zinc finger protein 287
10025904779	0,000401	0,000194	-3,788013	-0,3421597	-0,0406	-1,02854149610141	ZBTB11	zinc finger and BTB domain containing 11
10025906875	0,000703	0,00035	-3,629072	-0,8982608	-0,0407	-1,02861279163611	ZMAT3	zinc finger, matrin type 3
10023828191	4,92E-07	1,71E-07	-5,392537	6,3888385	-0,0408	-1,0286840921128	AMZ2	archaemetzincins-2
10025904630	6,08E-07	2,14E-07	-5,3477758	6,1752698	-0,0411	-1,02889802319833	ZC3H13	zinc finger CCCH-type containing 13
10031920127	2,62E-07	8,88E-08	-5,5242766	7,0253771	-0,0412	-1,02896934344646	ZNF45	zinc finger protein 45
10025918631	0,00147	0,000763	-3,4112499	-1,6257085	-0,0422	-1,02968281788859	ZNF676	zinc finger protein 676
10025909566	7,7E-05	3,41E-05	-4,2267783	1,3009035	-0,0423	-1,02975419253643	ZNF778	zinc finger protein 778
10025910863	2,66E-06	1E-06	-5,0260062	4,6813659	-0,0425	-1,0298969566749	ZNF583	zinc finger protein 583
10025907585	1,86E-05	7,68E-06	-4,5774772	2,7244384	-0,0428	-1,03011113999475	ZNF180	zinc finger protein 180
10025903945	1,48E-05	6,06E-06	-4,6313856	2,9516808	-0,043	-1,03025395362007	ZDHHC15	zinc finger, DHHC-type containing 15
10025931271	0,0189	0,0117	-2,541093	-4,117207	-0,0432	-1,03039678704495	AMZ1	archaemetzincin-1
10025904691	1,39E-08	4,18E-09	-6,1103064	9,9960668	-0,044	-1,03096831879479	ZNF519	zinc finger protein 519
10025909242	0,0184	0,0114	-2,5518119	-4,0906638	-0,0444	-1,03125420353837	ZMYND12	zinc finger, MYND-type containing 12
10023825442	0,000217	0,000101	-3,9561226	0,2688484	-0,0444	-1,03125420353837	ZNF710	zinc finger protein 710
10025923746	5,85E-06	2,28E-06	-4,8488202	3,8904744	-0,0446	-1,03139717563693	ZSCAN5	zinc finger and SCAN domain containing 5
10025909196	1,87E-09	5,15E-10	-6,4906837	12,0393999	-0,0454	-1,03196926227383	GZF1	GDNF-inducible zinc finger protein 1
10023845723	0,00352	0,00194	-3,1357931	-2,4871082	-0,0454	-1,03196926227383	ZDBF2	zinc finger, DBF-type containing 2
10025906394	2,35E-07	7,94E-08	-5,546524	7,1340357	-0,0458	-1,03225542457635	SLC30A4	solute carrier family 30 (zinc transporter), member 4
10025917772	3,49E-09	9,89E-10	-6,3738011	11,402296	-0,0466	-1,03282798725949	ZNF543	zinc finger protein 543
10023819436	3,3E-07	1,13E-07	-5,4760812	6,7911347	-0,0474	-1,03340086752684	ZCCHC2	zinc finger, CCHC domain containing 2
10025905109	1,67E-07	5,54E-08	-5,6173736	7,4822892	-0,0489	-1,03447587463018	ZNF461	zinc finger protein 461
10023842382	1,17E-13	2,17E-14	-8,1586082	21,9257246	-0,0494	-1,03483445878242	SCRT2	scratch homolog 2, zinc finger protein (Drosophila)
10025909788	6,66E-09	1,94E-09	-6,2514215	10,7439356	-0,0495	-1,03490619052717	ZNF19	zinc finger protein 19
10025906318	5,37E-07	1,87E-07	-5,3743375	6,3018368	-0,0503	-1,03548022351468	ZNF530	zinc finger protein 530
10023826217	4,45E-06	1,71E-06	-4,911101	4,1658548	-0,0505	-1,03562378150463	ZDHHC24	zinc finger, DHHC-type containing 24
10025930175	0,000374	0,00018	-3,8075524	-0,2723403	-0,0506	-1,03569556796295	ZNF705A	zinc finger protein 705A
10025910545	1,85E-10	4,66E-11	-6,9100965	14,3900398	-0,0507	-1,03576735939731	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand
10025909395	1,13E-08	3,38E-09	-6,1497197	10,2037152	-0,0509	-1,0359109571955	ZNF570	zinc finger protein 570
10023810359	0,000169	7,78E-05	-4,0233345	0,5196177	-0,051	-1,03598276356002	ZNF721	zinc finger protein 721
10025912608	9,32E-07	3,34E-07	-5,2564046	5,7436279	-0,0513	-1,03619821251942	ZNF77	zinc finger protein 77
10025903342	8,96E-09	2,65E-09	-6,1946506	10,4415997	-0,0515	-1,03634187005067	ZNF696	zinc finger protein 696
10025903924	1,96E-05	8,14E-06	-4,5641865	2,6687537	-0,0516	-1,03641370628483	ZDHHC9	zinc finger, DHHC-type containing 9
10025910082	9,39E-09	2,78E-09	-6,1858113	10,3947025	-0,0521	-1,03677296215473	ZNF764	zinc finger protein 764
10025904377	2,46E-06	9,21E-07	-5,0441001	4,7634154	-0,0522	-1,03684482827096	ZNF449	zinc finger protein 449
10025923520	3,36E-08	1,05E-08	-5,9380308	9,0998158	-0,0523	-1,03691669936873	ZNF709	zinc finger protein 709
10025931900	0,00224	0,0012	-3,2803596	-2,0432571	-0,0527	-1,03720423358225	ZNF492	zinc finger protein 492
10025909167	4,42E-07	1,53E-07	-5,4151194	6,4971095	-0,0535	-1,0377795412288	ZNF678	zinc finger protein 678
10023836688	0,0464	0,0308	-2,173232	-4,9636258	-0,0543	-1,03835516798211	SCRT1	scratch homolog 1, zinc finger protein (Drosophila)
10025906705	1,11E-05	4,45E-06	-4,700812	3,2475823	-0,0545	-1,03849912455161	ZNF804B	zinc finger protein 804B
10025919045	3,37E-10	8,72E-11	-6,8022866	13,776405	-0,0551	-1,03893111401918	ZNF470	zinc finger protein 470
10025907542	0,00408	0,00227	-3,0872611	-2,6319981	-0,0554	-1,03914717613457	ZNF323	zinc finger protein 323
10025902250	3,41E-05	1,45E-05	-4,4304458	2,1159684	-0,0555	-1,03921920682447	ZNF540	zinc finger protein 540
10025903903	1,42E-05	5,78E-06	-4,6423436	2,9981424	-0,0558	-1,03943532885331	ZNF14	zinc finger protein 14
10025928382	3,35E-08	1,05E-08	-5,9388134	9,1038452	-0,0558	-1,03943532885331	ZNF568	zinc finger protein 568
10025904570	7,99E-09	2,35E-09	-6,2165438	10,5579605	-0,0563	-1,03979563211928	ZBTB24	zinc finger and BTB domain containing 24
10025917611	0,00105	0,000536	-3,5114009	-1,2962605	-0,0563	-1,03979563211928	ZNF714	zinc finger protein 714
10025909306	2,48E-07	8,39E-08	-5,5354483	7,0798992	-0,0569	-1,04022816090134	ZNF85	zinc finger protein 85
10023814621	2,61E-12	5,51E-13	-7,6463807	18,7434064	-0,058	-1,04102159768411	ZNF236	zinc finger protein 236
10025909939	1,45E-10	3,62E-11	-6,9530267	14,6361546	-0,0583	-1,04123809454856	ZCCHC7	zinc finger, CCHC domain containing 7
10025904980	4,24E-10	1,1E-10	-6,7612628	13,5445874	-0,0588	-1,0415990227138	ZNF57	zinc finger protein 57
10025911196	6,52E-06	2,56E-06	-4,8236893	3,7801665	-0,0588	-1,0415990227138	ZRANB1	zinc finger, RAN-binding domain containing 1
10025920193	1,95E-05	8,08E-06	-4,5660869	2,6767079	-0,0589	-1,04167122335864	ZNF557	zinc finger protein 557
10023825191	1,95E-05	8,1E-06	-4,5653721	2,6737155	-0,059	-1,04174342900822	ZNF593	zinc finger protein 593
10025909833	3,88E-11	9,18E-12	-7,1847044	15,9812947	-0,0593	-1,04196007598888	ZNF329	zinc finger protein 329
10025913386	1,13E-06	4,09E-07	-5,2142507	5,5464598	-0,06	-1,04246576084112	ZNF782	zinc finger protein 782
10025905396	3,35E-05	1,42E-05	-4,4352928	2,1357612	-0,0602	-1,04261028729929	ZNF545	zinc finger protein 545
10025922396	4,29E-09	1,23E-09	-6,3347288	11,1911247	-0,0616	-1,04362253369836	ZNF642	zinc finger protein 642
10033668636	1,84E-06	6,78E-07	-5,1087584	5,0585432	-0,0619	-1,04383957146849	SLC39A4	solute carrier family 39 (zinc transporter), member 4
10025904577	7,39E-09	2,17E-09	-6,2313686	10,6369189	-0,0619	-1,04383957146849	ZNF223	zinc finger protein 223
10023827037	0,0236	0,0149	-2,4541239	-4,3286551	-0,062	-1,04391192742172	ZNF536	zinc finger protein 536
10025911330	2,31E-05	9,66E-06	-4,5250322	2,5054935	-0,0632	-1,04478059016941	ZNF43	zinc finger protein 43
10023817324	4,22E-07	1,46E-07	-5,4248098	6,5436777	-0,0634	-1,04492543755331	ZNF251	zinc finger protein 251
10025909428	1,54E-07	5,09E-08	-5,6340157	7,5645785	-0,0636	-1,04507030501871	ZNF304	zinc finger protein 304
10025922305	1,74E-18	1,91E-19	-9,884819	33,4069367	-0,0637	-1,04514274628285	LOC645700	similar to zinc finger protein 577
10023840091	1,1E-13	2,02E-14	-8,1694151	21,9941132	-0,0639	-1,04528764387573	ZSCAN18	zinc finger and SCAN domain containing 18
10031920056	1,13E-06	4,08E-07	-5,2148368	5,5491927	-0,0641	-1,04543256155707	ZCCHC16	zinc finger, CCHC domain containing 16
10025911544	7,01E-10	1,86E-10	-6,670234	13,0335605	-0,0642	-1,04550502793178	ZNF596	zinc finger protein 596
10025912354	8,29E-13	1,67E-13	-7,8375651	19,9173059	-0,0644	-1,04564997575104	ZNF132	zinc finger protein 132
10025904516	3,73E-11	8,81E-12	-7,1916672	16,0221568	-0,0645	-1,04572245719628	ZFYVE9	zinc finger, FYVE domain containing 9
10025909565	2,2E-09	6,09E-10	-6,4607219	11,8753182	-0,0654	-1,04637501633448	ZADH2	zinc binding alcohol dehydrogenase, domain containing 2
10023822723	0,00312	0,0017	-3,1754169	-2,3672753	-0,0655	-1,04644754803744	SLC39A2	solute carrier family 39 (zinc transporter), member 2
10025905050	4,73E-13	9,29E-14	-7,9304611	20,4937567	-0,0656	-1,0465200847681	ZNF8	zinc finger protein 8
10025908608	6,13E-10	1,62E-10	-6,6944175	13,1688699	-0,0676	-1,04797187573272	ZNF225	zinc finger protein 225
10025920028	1,82E-11	4,17E-12	-7,3160827	16,7564918	-0,0677	-1,04804451812538	ZNF425	zinc finger protein 425
10025909686	2,06E-09	5,71E-10	-6,4722859	11,9385849	-0,0684	-1,04855315588368	ZFP1	zinc finger protein 1 homolog (mouse)
10023816739	1,35E-08	4,05E-09	-6,1160194	10,0261063	-0,0693	-1,04920748145453	ZDHHC13	zinc finger, DHHC-type containing 13
10023834855	2,48E-10	6,33E-11	-6,857566	14,0902496	-0,0703	-1,04993498876781	ZRANB3	zinc finger, RAN-binding domain containing 3
10025905860	8,88E-05	3,96E-05	-4,1905774	1,1594566	-0,0708	-1,05029893156927	ZSCAN2	zinc finger and SCAN domain containing 2
10023844728	2,66E-09	7,45E-10	-6,4247308	11,6789146	-0,0718	-1,05102719568038	ZNF135	zinc finger protein 135
10025909176	1,05E-13	1,93E-14	-8,1763394	22,0379587	-0,0719	-1,05110004985902	ZC3H15	zinc finger CCCH-type containing 15
10025903193	6,87E-09	2,01E-09	-6,2454106	10,7118312	-0,072	-1,05117290908771	ZNF195	zinc finger protein 195
10025906140	0,000171	7,89E-05	-4,0197748	0,506244	-0,0721	-1,05124577336678	ZEB1	zinc finger E-box binding homeobox 1
10025911426	1,13E-11	2,54E-12	-7,3978658	17,2434639	-0,0733	-1,05212053877372	ZFAND2A	zinc finger, AN1-type domain 2A
10025912458	2,65E-07	8,99E-08	-5,5217556	7,0130853	-0,0733	-1,05212053877372	ZNF569	zinc finger protein 569
10025907294	9,87E-19	1,05E-19	-9,9695144	33,9952687	-0,0734	-1,05219346873975	SLC30A5	solute carrier family 30 (zinc transporter), member 5
10025912718	3,89E-12	8,35E-13	-7,5791281	18,3345485	-0,0743	-1,05285006596442	ZNF222	zinc finger protein 222
10025903474	1,15E-19	1,1E-20	-10,2881672	36,2261107	-0,0751	-1,05343405190857	ZNF498	zinc finger protein 498
10025932554	0,000198	9,2E-05	-3,9808477	0,3606706	-0,0758	-1,05394530531948	ZSWIM7	zinc finger, SWIM-type containing 7
10025904912	1,42E-14	2,39E-15	-8,4981268	24,0975261	-0,0759	-1,05401836177308	ZNF650	zinc finger protein 650
10025911781	1,11E-11	2,49E-12	-7,40118	17,2632682	-0,0763	-1,05431063823161	ZNF10	zinc finger protein 10
10023807710	1,26E-13	2,34E-14	-8,1463757	21,8483736	-0,0768	-1,05467609778043	ZNF37A	zinc finger protein 37A
10025913044	4,44E-19	4,57E-20	-10,0878541	34,8206103	-0,0773	-1,05504168400983	ZNF707	zinc finger protein 707
10025904644	1,21E-10	3E-11	-6,9853278	14,8219893	-0,0775	-1,05518795398198	ZNF200	zinc finger protein 200
10023809148	5,56E-11	1,34E-11	-7,1216272	15,6122649	-0,078	-1,05555371763797	ZNF259	zinc finger protein 259
10025902666	9,52E-21	7,9E-22	-10,6559262	38,8323849	-0,078	-1,05555371763797	ZNF622	zinc finger protein 622
10025904593	1,72E-11	3,91E-12	-7,3264713	16,8181637	-0,0784	-1,05584641984656	ZNF41	zinc finger protein 41
10025903153	4,98E-05	2,16E-05	-4,3371663	1,7386279	-0,0791	-1,0563588440297	ZFY	zinc finger protein, Y-linked
10025903767	1,03E-14	1,7E-15	-8,5497634	24,4319214	-0,0806	-1,05745773343137	DZIP3	DAZ interacting protein 3, zinc finger
10023823087	5,92E-12	1,29E-12	-7,5082625	17,9060742	-0,0812	-1,05789760920252	ZMYM4	zinc finger, MYM-type 4
10025906095	1,52E-11	3,44E-12	-7,347709	16,9444111	-0,0813	-1,05797093961845	ZNF584	zinc finger protein 584
10025904875	6,21E-13	1,23E-13	-7,885666	20,2153015	-0,0817	-1,0582643121162	TSHZ3	teashirt zinc finger homeobox 3
10025911150	1,26E-08	3,77E-09	-6,129424	10,0966676	-0,0828	-1,05907150602104	ZNF626	zinc finger protein 626
10025904081	2,23E-10	5,67E-11	-6,8764311	14,1977388	-0,0829	-1,05914491780811	ZNF493	zinc finger protein 493
10026393064	1,02E-11	2,28E-12	-7,4155866	17,3494207	-0,0832	-1,0593651837029	SLC39A6	solute carrier family 39 (zinc transporter), member 6
10025908545	2,31E-06	8,63E-07	-5,0579038	4,8261692	-0,0846	-1,06039369704635	ZFYVE16	zinc finger, FYVE domain containing 16
10025908445	2,94E-10	7,55E-11	-6,8271891	13,9175784	-0,0878	-1,06274833594353	ZNF655	zinc finger protein 655
10025902962	2,9E-09	8,16E-10	-6,4083422	11,5897342	-0,0898	-1,06422263964228	ZNF659	zinc finger protein 659
10023839439	2,06E-12	4,29E-13	-7,6864729	18,9881649	-0,0902	-1,06451774571964	ZFAND1	zinc finger, AN1-type domain 1
10025907852	1,01E-13	1,84E-14	-8,1836789	22,084455	-0,0905	-1,06473912897875	ZNF510	zinc finger protein 510
10025910831	2,95E-09	8,3E-10	-6,4052215	11,5727708	-0,0927	-1,06636401361212	ZNF155	zinc finger protein 155
10023848717	2,29E-05	9,57E-06	-4,527299	2,5149135	-0,0929	-1,06651185330125	ZCWPW2	zinc finger, CW type with PWWP domain 2
10023845750	3,14E-06	1,19E-06	-4,9895509	4,5167725	-0,095	-1,06806540804785	ZNF452	zinc finger protein 452
10023827450	1,83E-11	4,19E-12	-7,314997	16,7500497	-0,0954	-1,06836157971456	ZNF197	zinc finger protein 197
10025908958	2,11E-12	4,42E-13	-7,681772	18,9594274	-0,096	-1,06880599121101	ZNF667	zinc finger protein 667
10025903851	1,48E-20	1,26E-21	-10,5911145	38,3707565	-0,0961	-1,06888007776456	ZNF544	zinc finger protein 544
10025907128	4,05E-13	7,91E-14	-7,9557573	20,6514007	-0,0973	-1,0697695170754	ZNF165	zinc finger protein 165
10025903131	4,17E-16	5,97E-17	-9,0516624	27,7348459	-0,0973	-1,0697695170754	ZNF682	zinc finger protein 682
10025910937	1,01E-12	2,06E-13	-7,8043723	19,7122835	-0,0977	-1,07006616128696	ZNF277	zinc finger protein 277
10025906977	4,63E-27	1,38E-28	-12,7613573	54,2422118	-0,0986	-1,07073391155589	SLC39A3	solute carrier family 39 (zinc transporter), member 3
10023836452	2,19E-06	8,17E-07	-5,0696291	4,8795817	-0,0986	-1,07073391155589	ZNF479	zinc finger protein 479
10025908211	2,39E-18	2,66E-19	-9,8374587	33,0788305	-0,0995	-1,07140207851908	ZNF597	zinc finger protein 597
10033668583	4,69E-05	2,03E-05	-4,3516953	1,7969545	-0,101	-1,07251661681794	ZNF286A	zinc finger protein 286A
10025908866	4,8E-12	1,04E-12	-7,5437157	18,1201315	-0,103	-1,07400447162012	ZNF184	zinc finger protein 184
